Company Name,Message ID,Retweet Count,Favorite Count,sentiment,classification
CHSB,1.1696948920315584e+18,9.666666666666666,0.16666666666666666,0.159,pos
CRPT,1.1698729813412618e+18,22.5,1.0,0.025974999999999998,neu
DROP,1.168802653075648e+18,0.6388888888888888,1.4444444444444444,0.08700000000000004,neu
EDO,1.1698978620471782e+18,3.1538461538461537,0.0,0.039192307692307686,neu
MCO,1.1698979308913562e+18,0.17391304347826086,0.34782608695652173,0.031234782608695656,neu
NEXO,1.1698928404453745e+18,0.25,0.25,0.1796,pos
SXP,1.1698735177172347e+18,356.45454545454544,0.45454545454545453,0.0,neu
