,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$9,883,126,980",$629.37,15703275,"$109,225,360",-0.37%,-5.45%,-17.34%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,ETH Ethereum,ETH,"$1,127,592,627",$13.85,81413484,"$14,747,596",0.28%,-2.99%,13.66%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$226,212,643",$0.006400,"35,345,983,560 *","$1,236,362",-0.01%,-0.27%,-6.41%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,LTC Litecoin,LTC,"$189,041,240",$4.07,46398379,"$4,480,924",-0.40%,-3.74%,-27.04%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,DAO The DAO,DAO,"$125,999,559",$0.109200,"1,153,836,913 *","$2,742,697",-0.63%,4.94%,38.14%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,XEM NEM,XEM,"$61,357,233",$0.006817,"8,999,999,999 *","$919,578",0.65%,-6.39%,38.98%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,DASH Dash,DASH,"$44,384,032",$6.78,6547607,"$275,629",-0.90%,-1.50%,-15.89%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,MAID MaidSafeCoin,MAID,"$34,521,179",$0.076281,"452,552,412 *","$269,339",1.69%,2.89%,8.79%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,LSK Lisk,LSK,"$32,354,781",$0.323548,"100,000,000 *","$750,518",-1.05%,-9.21%,-10.81%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,DOGE Dogecoin,DOGE,"$29,890,409",$0.000285,104918222876,"$234,233",0.18%,-0.30%,-15.13%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,DGD DigixDAO,DGD,"$22,679,079",$11.34,"2,000,000 *","$45,262",4.10%,-3.59%,-3.43%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,XMR Monero,XMR,"$18,156,712",$1.48,12251127,"$75,189",-0.55%,-4.89%,-19.83%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,NXT Nxt,NXT,"$17,725,812",$0.017744,"998,999,999 *","$2,432,015",-1.16%,19.41%,80.19%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,WAVES Waves,WAVES,"$16,597,663",$0.165977,"100,000,000 *","$328,673",0.99%,-18.30%,-69.71%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,SC Siacoin,SC,"$15,487,989",$0.001002,15450251040,"$2,565,032",-0.56%,-7.69%,7.37%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,STEEM Steem,STEEM,"$13,044,795",$0.197860,"65,929,580 *","$4,335",-2.90%,-14.82%,-36.53%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,AMP HyperSpace,AMP,"$12,434,179",$0.067285,"184,800,000 *","$25,872",-3.84%,13.40%,0.15%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
17,18,XLM Stellar,XLM,"$11,112,925",$0.002026,"5,485,679,598 *","$394,757",-1.62%,11.56%,9.67%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
