,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$19,665,991,520",$1207.21,16290450,"$258,950,720",0.24%,-2.05%,2.03%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,ETH Ethereum,ETH,"$4,412,125,233",$48.49,90991751,"$36,233,968",0.56%,-0.09%,0.11%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$1,184,980,195",$0.031278,"37,884,925,434 *","$4,976,325",0.72%,-1.60%,-6.17%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,LTC Litecoin,LTC,"$707,832,279",$13.94,50780432,"$198,451,792",0.83%,6.61%,29.67%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,DASH Dash,DASH,"$499,348,346",$68.89,7248956,"$8,328,064",0.06%,-3.59%,-8.73%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,ETC Ethereum Classic,ETC,"$321,811,051",$3.54,90966021,"$17,227,448",1.22%,9.87%,34.75%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,XEM NEM,XEM,"$282,965,742",$0.031441,"8,999,999,999 *","$1,484,039",0.29%,-1.63%,30.22%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,XMR Monero,XMR,"$282,854,112",$19.72,14344782,"$4,155,638",-0.32%,-2.03%,-3.42%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,REP Augur,REP,"$128,512,031",$11.68,"11,000,000 *","$1,410,774",2.00%,-2.83%,-2.28%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,MAID MaidSafeCoin,MAID,"$103,687,110",$0.229116,"452,552,412 *","$1,508,355",-0.51%,1.34%,8.61%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,GNT Golem,GNT,"$79,285,353",$0.096689,"820,000,000 *","$826,309",0.09%,-1.41%,17.70%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,DCR Decred,DCR,"$78,226,833",$16.52,4736344,"$2,618,165",2.37%,11.51%,35.08%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,ZEC Zcash,ZEC,"$76,417,405",$66.34,1151981,"$2,664,962",0.07%,-3.30%,-7.46%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,BCC BitConnect,BCC,"$59,674,653",$9.74,6124580,"$294,309",-0.49%,-3.23%,5.97%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,PIVX PIVX,PIVX,"$59,591,170",$1.12,"53,106,776 *","$1,511,360",-13.86%,-25.59%,-43.19%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,FCT Factom,FCT,"$57,820,621",$6.61,"8,753,219 *","$2,944,860",0.45%,3.65%,2.48%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,STRAT Stratis,STRAT,"$57,548,175",$0.585091,"98,357,659 *","$1,066,709",-0.90%,-6.58%,-11.63%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
17,18,DOGE Dogecoin,DOGE,"$56,922,988",$0.000522,109078907760,"$3,778,278",0.51%,11.96%,14.40%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
18,19,WAVES Waves,WAVES,"$55,993,575",$0.559936,"100,000,000 *","$479,973",3.82%,15.96%,30.06%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
19,20,STEEM Steem,STEEM,"$53,662,897",$0.228103,"235,257,753 *","$376,811",0.59%,2.04%,6.46%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
20,21,USDT Tether,USDT,"$50,424,613",$0.921333,"54,730,045 *","$17,298,622",-0.01%,-2.04%,-7.82%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
21,22,GAME GameCredits,GAME,"$50,361,899",$0.810496,62137150,"$655,910",0.20%,-3.93%,43.96%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
22,23,DGD DigixDAO,DGD,"$39,617,451",$19.81,"2,000,000 *","$48,531",0.05%,0.04%,13.89%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
23,24,LSK Lisk,LSK,"$38,606,725",$0.363947,"106,078,015 *","$527,389",0.99%,-0.07%,13.82%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
24,25,ICN Iconomi,ICN,"$36,859,297",$0.423670,"87,000,000 *","$149,271",0.89%,-1.27%,-2.98%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
25,26,SNGLS SingularDTV,SNGLS,"$35,985,075",$0.059975,"600,000,000 *","$35,415",-0.67%,-5.19%,8.12%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
26,27,BTS BitShares,BTS,"$33,110,686",$0.012749,"2,597,020,000 *","$1,456,002",0.63%,3.42%,15.39%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
27,28,XLM Stellar,XLM,"$32,666,920",$0.003506,"9,317,265,511 *","$455,599",-0.11%,0.25%,-5.83%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
28,29,BCN Bytecoin,BCN,"$30,967,376",$0.000169,182793662278,"$61,899",0.34%,-5.71%,-5.95%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
29,30,ARDR Ardor,ARDR,"$30,599,487",$0.030630,"998,999,495 *","$166,801",-2.09%,-0.48%,15.55%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
30,31,ROUND Round,ROUND,"$30,136,642",$0.035455,"850,000,000 *","$24,355",0.28%,-11.57%,1.09%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
31,32,GBYTE Obyte,GBYTE,"$23,796,237",$148.47,"160,276 *","$158,635",0.99%,29.01%,36.11%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
32,33,1ST FirstBlood,1ST,"$23,474,787",$0.274372,"85,558,371 *","$198,958",-0.19%,-2.54%,-12.63%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
33,34,PPC Peercoin,PPC,"$20,568,269",$0.855940,24030031,"$806,434",0.27%,4.67%,2.48%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
34,35,RLC iExec RLC,RLC,"$20,247,646",$0.281218,"71,999,795 *","$133,169",-1.51%,-19.13%,?,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
35,36,NXT Nxt,NXT,"$20,047,631",$0.020068,"998,999,983 *","$284,316",-0.82%,-0.25%,13.20%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
36,37,SJCX Storjcoin X,SJCX,"$19,652,255",$0.384035,"51,173,144 *","$142,444",-0.67%,0.11%,20.46%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
37,38,LKK Lykke,LKK,"$19,515,012",$0.147353,"132,437,565 *","$239,166",0.31%,14.65%,126.23%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
38,39,EMC Emercoin,EMC,"$19,446,793",$0.486833,39945486,"$341,938",-0.51%,10.44%,9.28%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
39,40,SC Siacoin,SC,"$19,247,967",$0.000760,25323730500,"$233,284",0.52%,-3.17%,-13.05%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
40,41,MLN Melon,MLN,"$17,652,276",$29.45,"599,400 *","$168,218",0.26%,-2.44%,-0.41%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
41,42,ARK Ark,ARK,"$17,546,714",$0.187165,"93,750,000 *","$168,056",-5.92%,-10.60%,-36.10%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
42,43,KMD Komodo,KMD,"$16,560,236",$0.164174,100870036,"$46,064",-1.68%,-2.52%,0.07%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
43,44,SYS Syscoin,SYS,"$16,112,188",$0.030732,524281334,"$120,655",0.73%,0.44%,1.98%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
44,45,NXS Nexus,NXS,"$15,984,439",$0.327527,48803482,"$27,080",0.16%,-3.72%,-3.44%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
45,46,XZC Zcoin,XZC,"$14,768,585",$7.58,1948695,"$1,718,218",0.07%,-6.40%,7.65%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
46,47,NLG Gulden,NLG,"$14,301,369",$0.041541,344268245,"$39,195",-2.50%,-6.82%,16.54%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
47,48,XAUR Xaurum,XAUR,"$13,619,424",$0.138179,"98,563,408 *","$53,004",-0.02%,-2.22%,21.87%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
48,49,CRB Creditbit,CRB,"$12,671,168",$1.01,"12,600,663 *","$621,503",-0.19%,16.72%,-17.24%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
49,50,NMC Namecoin,NMC,"$12,603,281",$0.855248,14736400,"$733,067",-1.08%,6.04%,4.45%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
50,51,BCY BitCrystals,BCY,"$11,685,559",$0.282809,"41,319,672 *","$149,490",0.86%,-5.17%,-17.83%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
51,52,BAY BitBay,BAY,"$11,283,112",$0.011200,"1,007,446,913 *","$151,655",-2.59%,-9.41%,131.27%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
52,53,CRW Crown,CRW,"$11,215,046",$0.838711,13371762,"$72,801",-0.45%,-11.20%,102.64%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
53,54,BTCD BitcoinDark,BTCD,"$9,931,121",$7.71,1288862,"$16,282",0.21%,-3.85%,-0.91%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
54,55,XCP Counterparty,XCP,"$9,706,522",$3.71,"2,619,457 *","$42,521",1.96%,-2.14%,-11.00%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
55,56,NEO NEO,NEO,"$8,747,995",$0.174960,"50,000,000 *","$175,678",-0.19%,-3.72%,-9.13%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
56,57,DGB DigiByte,DGB,"$8,485,618",$0.001047,8107031908,"$863,001",-0.04%,-8.64%,24.70%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
57,58,BLK BlackCoin,BLK,"$8,408,959",$0.110510,"76,092,339 *","$173,581",0.08%,-2.08%,18.94%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
58,59,AGRS Agoras Tokens,AGRS,"$8,365,965",$0.199190,"42,000,000 *","$11,180",0.21%,-17.45%,29.52%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
59,60,POSW PoSW Coin,POSW,"$8,363,398",$0.203985,"41,000,000 *","$382,352",-1.04%,-12.03%,259.93%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
60,61,UBQ Ubiq,UBQ,"$8,331,466",$0.226485,36785898,"$114,371",-4.79%,-9.47%,-5.25%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
61,62,POT PotCoin,POT,"$8,295,239",$0.038303,216570435,"$221,482",0.08%,-3.58%,-33.67%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
62,63,AMP HyperSpace,AMP,"$8,184,749",$0.099503,"82,256,324 *","$106,146",-1.10%,-4.51%,-16.60%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
63,64,TIME Chronobank,TIME,"$7,513,547",$10.58,"710,113 *","$337,267",0.98%,3.34%,22.81%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
64,65,NAV NavCoin,NAV,"$7,421,368",$0.121800,"60,930,862 *","$84,451",-0.08%,-6.04%,19.77%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
65,66,EDG Edgeless,EDG,"$7,221,004",$0.097414,"74,127,032 *","$128,246",-1.76%,-9.54%,-9.02%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
66,67,NXC Nexium,NXC,"$6,778,169",$0.101894,"66,521,586 *","$69,994",0.39%,-5.21%,-11.35%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
67,68,VSL vSlice,VSL,"$6,588,204",$0.197308,"33,390,496 *","$37,314",1.38%,-0.87%,45.26%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
68,69,IOC I/O Coin,IOC,"$6,554,242",$0.401431,"16,327,183 *","$40,150",0.88%,-0.42%,-33.64%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
69,70,TRST WeTrust,TRST,"$6,485,473",$0.079091,"82,000,000 *","$178,275",-1.45%,10.94%,?,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
70,71,BLOCK Blocknet,BLOCK,"$6,466,336",$1.65,"3,910,516 *","$47,957",-3.10%,12.44%,95.82%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
