,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$134,124,232,714",$8036.49,16689400,"$3,149,322,752",0.47%,3.04%,33.66%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,ETH Ethereum,ETH,"$33,961,408,308",$354.39,95831749,"$1,181,530,368",-0.98%,1.99%,12.90%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,BCH Bitcoin Cash,BCH,"$19,703,715,143",$1172.05,16811363,"$1,285,905,024",-1.24%,-6.58%,-14.09%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,XRP XRP,XRP,"$8,922,489,247",$0.231016,"38,622,892,459 *","$193,807,920",0.01%,1.20%,15.46%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,LTC Litecoin,LTC,"$3,858,886,714",$71.59,53903108,"$243,056,592",0.29%,3.69%,20.21%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,DASH Dash,DASH,"$3,405,228,769",$442.31,7698724,"$82,954,632",0.11%,-2.39%,-1.98%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,NEO NEO,NEO,"$2,583,905,964",$39.75,"65,000,000 *","$273,034,560",1.10%,-6.59%,46.61%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,MIOTA IOTA,MIOTA,"$2,403,288,087",$0.864638,"2,779,530,283 *","$61,681,284",-0.42%,4.75%,43.39%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,XMR Monero,XMR,"$1,990,642,472",$129.48,15374258,"$42,132,960",-0.25%,-1.56%,2.75%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,XEM NEM,XEM,"$1,817,524,776",$0.201947,"8,999,999,999 *","$8,200,284",0.68%,3.38%,10.27%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,ETC Ethereum Classic,ETC,"$1,748,757,266",$17.92,97605268,"$110,617,736",-0.07%,1.08%,13.29%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,LSK Lisk,LSK,"$1,120,631,118",$9.74,"115,076,256 *","$39,171,176",1.89%,5.64%,68.56%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,QTUM Qtum,QTUM,"$1,033,405,695",$14.03,"73,673,504 *","$61,181,332",0.69%,0.42%,24.96%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,EOS EOS,EOS,"$915,390,418",$1.88,"486,509,099 *","$55,081,632",0.11%,-2.56%,70.39%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,HC HyperCash,HC,"$812,350,167",$19.22,42270842,"$27,871,736",-0.60%,-6.69%,31.52%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,OMG OmiseGO,OMG,"$798,465,675",$7.82,"102,042,552 *","$27,423,982",-1.09%,-1.62%,14.38%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,ZEC Zcash,ZEC,"$795,318,934",$299.33,2656969,"$53,157,076",0.57%,0.35%,13.35%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
17,18,ADA Cardano,ADA,"$728,149,531",$0.028085,25927070538,"$4,725,055",-0.99%,6.15%,15.50%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
18,19,USDT Tether,USDT,"$676,615,905",$1.00,"674,966,830 *","$485,753,472",0.25%,-0.07%,-0.19%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
19,20,XLM Stellar,XLM,"$647,776,227",$0.036566,"17,715,179,396 *","$17,796,660",-0.96%,-0.66%,25.26%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
20,21,BCC BitConnect,BCC,"$625,722,855",$292.65,2138092,"$16,763,645",0.51%,-0.59%,31.48%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
21,22,WAVES Waves,WAVES,"$512,212,038",$5.12,"100,000,000 *","$20,869,410",1.19%,-3.03%,33.31%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
22,23,PPT Populous,PPT,"$388,202,080",$9.41,"41,252,246 *","$1,100,545",-2.26%,-5.70%,37.79%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
23,24,STRAT Stratis,STRAT,"$341,170,349",$3.46,"98,628,612 *","$9,062,749",0.55%,-1.07%,16.22%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
24,25,ARK Ark,ARK,"$311,448,035",$3.18,"97,981,284 *","$5,664,573",-0.21%,-1.56%,20.29%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
