,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$6,194,714,911",$407.23,15211825,"$74,469,752",0.58%,3.64%,7.91%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,ETH Ethereum,ETH,"$403,647,718",$5.24,77035985,"$11,226,535",1.96%,1.35%,74.59%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$292,842,287",$0.008590,"34,090,841,338 *","$1,144,833",0.31%,3.74%,2.06%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,LTC Litecoin,LTC,"$142,857,492",$3.21,44495751,"$1,924,195",0.14%,2.18%,3.80%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,DOGE Dogecoin,DOGE,"$31,030,988",$0.000301,103093364691,"$237,255",0.01%,2.00%,4.81%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,DASH Dash,DASH,"$23,662,296",$3.80,6223509,"$60,426",-0.27%,-0.22%,-10.13%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,MAID MaidSafeCoin,MAID,"$20,771,535",$0.045899,"452,552,412 *","$272,079",1.22%,21.22%,120.07%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,BTS BitShares,BTS,"$11,536,306",$0.004539,"2,541,732,874 *","$236,869",0.00%,0.46%,25.85%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,PPC Peercoin,PPC,"$10,663,729",$0.463905,22986871,"$130,016",0.23%,1.10%,9.80%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,XLM Stellar,XLM,"$10,594,676",$0.002190,"4,837,356,606 *","$47,727",-0.32%,-0.94%,18.47%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,FCT Factom,FCT,"$9,748,993",$1.11,"8,753,502 *","$155,170",0.02%,2.51%,16.63%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,NXT Nxt,NXT,"$9,566,196",$0.009566,"999,997,096 *","$64,791",1.91%,6.04%,9.45%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,XMR Monero,XMR,"$9,325,705",$0.846403,11018047,"$564,309",6.50%,3.39%,73.92%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,EMC Emercoin,EMC,"$8,229,972",$0.222789,36940613,"$5,717",-1.47%,0.61%,17.44%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,BCN Bytecoin,BCN,"$7,600,002",$0.000042,178981782802,"$9,792",0.25%,0.10%,13.12%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
