,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$111,134,738,445",$6499.27,17099575,"$3,104,015,872",-0.51%,-0.91%,-4.26%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,ETH Ethereum,ETH,"$50,114,969,989",$500.45,100140117,"$1,264,874,752",-0.34%,-0.14%,-5.31%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$20,730,009,723",$0.528216,"39,245,304,677 *","$166,028,384",-0.42%,-1.42%,-9.88%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,BCH Bitcoin Cash,BCH,"$14,646,868,570",$852.10,17189113,"$290,560,992",-0.05%,-0.37%,-10.23%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,EOS EOS,EOS,"$9,359,095,794",$10.44,"896,149,492 *","$432,121,120",-0.72%,-2.15%,-8.89%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,LTC Litecoin,LTC,"$5,480,224,167",$96.10,57024746,"$242,331,200",-0.52%,-1.82%,-9.85%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,XLM Stellar,XLM,"$4,318,394,030",$0.232105,"18,605,377,760 *","$31,223,304",-0.64%,-0.74%,-6.83%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,ADA Cardano,ADA,"$4,184,110,461",$0.161380,25927070538,"$35,748,816",-0.78%,-1.22%,-9.35%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,MIOTA IOTA,MIOTA,"$3,259,603,671",$1.17,"2,779,530,283 *","$51,911,888",-0.66%,-2.52%,-15.22%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,TRX TRON,TRX,"$2,804,038,856",$0.042648,65748111645,"$114,357,176",-0.54%,-1.63%,-11.57%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
