,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$10,360,448,691",$658.66,15729500,"$129,511,632",-0.71%,-6.10%,3.81%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,ETH Ethereum,ETH,"$956,817,432",$11.72,81638196,"$10,588,737",-1.02%,-3.21%,-15.38%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$233,547,239",$0.006607,"35,345,971,933 *","$536,311",-0.23%,-1.53%,3.25%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,LTC Litecoin,LTC,"$197,792,991",$4.25,46503479,"$7,659,711",-0.94%,-7.70%,4.15%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,DAO The DAO,DAO,"$103,935,618",$0.090078,"1,153,836,913 *","$1,069,508",-0.87%,-3.49%,-17.74%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,XEM NEM,XEM,"$96,915,965",$0.010768,"8,999,999,999 *","$1,352,364",-0.89%,1.37%,59.23%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,DASH Dash,DASH,"$46,014,336",$7.01,6562509,"$259,776",-0.51%,-2.15%,2.57%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,MAID MaidSafeCoin,MAID,"$32,178,215",$0.071104,"452,552,412 *","$178,904",-1.19%,-0.74%,-5.45%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,LSK Lisk,LSK,"$30,140,632",$0.301406,"100,000,000 *","$407,208",-1.01%,-2.70%,-8.05%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,DOGE Dogecoin,DOGE,"$29,637,431",$0.000282,105016389699,"$472,627",-0.63%,-7.34%,-0.42%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
