,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$11,194,831,000",$701.86,15950148,"$100,664,912",0.24%,-1.57%,7.00%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,ETH Ethereum,ETH,"$956,004,707",$11.18,85489095,"$16,694,946",-1.36%,7.19%,-7.02%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$284,757,212",$0.008014,"35,531,082,209 *","$2,071,776",0.10%,3.54%,-14.54%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,LTC Litecoin,LTC,"$194,515,726",$4.03,48218979,"$4,364,425",0.20%,-1.24%,3.15%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,ETC Ethereum Classic,ETC,"$79,199,201",$0.927473,85392432,"$1,311,256",0.34%,3.46%,-11.50%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,XMR Monero,XMR,"$73,765,443",$5.57,13235246,"$5,648,010",-1.04%,8.52%,-14.92%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,DASH Dash,DASH,"$66,171,135",$9.67,6844843,"$1,180,813",0.01%,11.52%,-3.36%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,REP Augur,REP,"$51,195,545",$4.65,"11,000,000 *","$346,497",0.02%,10.81%,-11.83%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,WAVES Waves,WAVES,"$35,374,296",$0.353743,"100,000,000 *","$249,473",0.11%,0.75%,19.32%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,MAID MaidSafeCoin,MAID,"$35,148,536",$0.077667,"452,552,412 *","$323,955",0.44%,5.31%,-11.20%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,XEM NEM,XEM,"$33,411,484",$0.003712,"8,999,999,999 *","$46,940",0.24%,5.90%,-1.76%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,STEEM Steem,STEEM,"$25,697,170",$0.131225,"195,825,765 *","$45,398",-1.75%,-0.25%,-35.23%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,DOGE Dogecoin,DOGE,"$23,840,432",$0.000223,106672273695,"$112,318",0.60%,0.03%,1.27%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,DGD DigixDAO,DGD,"$21,874,098",$10.94,"2,000,000 *","$18,054",0.77%,1.35%,-1.50%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,FCT Factom,FCT,"$19,428,995",$2.22,"8,753,219 *","$1,774,419",-0.46%,7.24%,-16.41%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,LSK Lisk,LSK,"$16,847,222",$0.168472,"100,000,000 *","$350,482",-0.39%,9.62%,-2.06%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,PPY Peerplays [old],PPY,"$15,124,171",$15.12,"1,000,000 *","$11,952",5.74%,3.09%,9.12%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
17,18,NLG Gulden,NLG,"$15,090,940",$0.046721,323000803,"$84,744",-1.08%,-10.01%,-11.35%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
18,19,XLM Stellar,XLM,"$14,575,945",$0.002127,"6,851,353,993 *","$80,875",0.65%,8.41%,-12.29%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
19,20,SDC ShadowCash,SDC,"$11,460,422",$1.74,"6,592,616 *","$80,066",-1.12%,10.17%,6.92%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
20,21,BTS BitShares,BTS,"$10,916,983",$0.004239,"2,575,490,000 *","$116,576",1.28%,3.99%,-4.63%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
21,22,ICN Iconomi,ICN,"$10,793,930",$0.124068,"87,000,000 *","$75,031",0.50%,6.67%,-59.04%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
22,23,BCN Bytecoin,BCN,"$10,252,503",$0.000056,181763215271,"$2,216",0.12%,-2.46%,-5.36%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
23,24,EMC Emercoin,EMC,"$10,005,785",$0.257605,38841530,"$30,684",0.05%,-2.51%,-18.42%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
24,25,ARDR Ardor,ARDR,"$9,941,510",$0.009951,"998,999,495 *","$71,488",4.29%,11.55%,-20.93%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
25,26,GAME GameCredits,GAME,"$9,635,973",$0.165243,58313825,"$109,963",2.31%,17.49%,4.50%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
26,27,NEO NEO,NEO,"$9,051,278",$0.181026,"50,000,000 *","$377,793",0.82%,6.62%,120.34%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
27,28,XAUR Xaurum,XAUR,"$8,351,330",$0.095980,"87,010,718 *","$18,780",0.10%,-1.29%,10.11%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
28,29,XCP Counterparty,XCP,"$8,110,864",$3.09,"2,621,559 *","$39,838",-1.92%,-1.87%,-22.09%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
29,30,SJCX Storjcoin X,SJCX,"$8,039,276",$0.159294,"50,468,144 *","$46,506",-0.08%,13.39%,-3.03%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
30,31,AMP HyperSpace,AMP,"$7,629,221",$0.121901,"62,585,264 *","$200,382",1.86%,31.23%,-26.15%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
31,32,SC Siacoin,SC,"$7,578,413",$0.000380,19960398780,"$86,241",-0.99%,6.44%,-12.46%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
32,33,SNGLS  SingularDTV,SNGLS,"$7,015,832",$0.011693,"600,000,000 *","$2,815",-0.83%,9.62%,-17.24%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
33,34,USDT Tether,USDT,"$6,951,590",$1.00,"6,951,590 *","$1,550,062",0.00%,0.00%,0.00%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
34,35,NXT Nxt,NXT,"$6,629,007",$0.006636,"998,999,983 *","$84,403",-1.27%,5.11%,-10.99%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
35,36,BCY BitCrystals,BCY,"$6,554,542",$0.156257,"41,947,188 *","$13,385",0.71%,2.36%,-1.94%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
36,37,PPC Peercoin,PPC,"$6,291,117",$0.266532,23603600,"$21,344",1.18%,-0.07%,-7.55%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
37,38,STRAT Stratis,STRAT,"$5,118,836",$0.052163,"98,132,319 *","$53,043",0.65%,-7.77%,35.27%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
38,39,YBC YbCoin,YBC,"$4,389,420",$1.46,"3,016,270 *","$76,689",-0.57%,0.05%,-7.04%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
39,40,IOC I/O Coin,IOC,"$4,295,803",$0.263719,"16,289,325 *","$1,631",-1.80%,-5.58%,-7.33%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
40,41,AGRS Agoras Tokens,AGRS,"$4,195,621",$0.099896,"42,000,000 *",$524,16.78%,33.96%,-7.42%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
41,42,SYS Syscoin,SYS,"$4,005,840",$0.008211,487838415,"$7,911",3.02%,1.48%,-7.49%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
42,43,BTCD BitcoinDark,BTCD,"$3,651,737",$2.83,1288862,"$14,297",-1.38%,-8.34%,-2.57%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
43,44,NMC  Namecoin,NMC,"$3,642,190",$0.247156,14736400,"$6,878",0.03%,-1.89%,-6.82%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
44,45,GCR Global Curren...,GCR,"$3,542,976",$0.034846,"101,673,943 *","$10,799",0.09%,5.48%,6.31%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
45,46,XVC Vcash,XVC,"$3,432,993",$0.230244,14910254,"$16,217",2.39%,5.43%,-4.32%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
46,47,RBY Rubycoin,RBY,"$3,379,058",$0.142987,"23,631,966 *","$2,349",0.15%,-0.36%,4.81%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
47,48,NAV NavCoin,NAV,"$3,293,107",$0.054661,"60,245,834 *","$97,028",0.31%,6.68%,1.50%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
48,49,YOC Yocoin,YOC,"$2,511,468",$0.057805,43447609,"$146,565",2.42%,10.94%,-3.17%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
