,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$13,234,843,181",$821.80,16104737,"$71,013,632",0.37%,0.28%,-8.69%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,ETH Ethereum,ETH,"$870,948,698",$9.90,87936805,"$14,837,906",-0.16%,1.01%,-3.59%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$247,328,402",$0.006726,"36,771,322,652 *","$780,822",-0.78%,-1.50%,7.34%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,LTC Litecoin,LTC,"$193,747,483",$3.93,49351879,"$9,341,359",-0.31%,0.85%,-1.24%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,XMR Monero,XMR,"$148,071,626",$10.76,13758589,"$7,417,423",0.63%,-2.81%,-18.80%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,ETC Ethereum Classic,ETC,"$104,366,382",$1.19,87895491,"$748,170",0.15%,-1.54%,-17.82%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,DASH Dash,DASH,"$87,076,315",$12.39,7029697,"$4,362,185",0.10%,2.53%,-0.57%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,MAID MaidSafeCoin,MAID,"$48,713,594",$0.107642,"452,552,412 *","$1,390,797",-1.45%,8.29%,15.31%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,REP Augur,REP,"$45,280,565",$4.12,"11,000,000 *","$90,878",0.50%,-4.12%,-10.05%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,XEM NEM,XEM,"$33,006,904",$0.003667,"8,999,999,999 *","$72,802",-0.66%,-0.94%,7.50%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,STEEM Steem,STEEM,"$32,313,162",$0.139287,"231,989,996 *","$58,020",-0.20%,1.63%,-8.68%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,ICN Iconomi,ICN,"$31,240,581",$0.359087,"87,000,000 *","$49,399",1.60%,0.80%,3.35%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,FCT Factom,FCT,"$24,459,396",$2.79,"8,753,219 *","$239,441",0.07%,-0.03%,-3.83%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,WAVES Waves,WAVES,"$23,728,687",$0.237287,"100,000,000 *","$42,740",1.48%,3.22%,12.61%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,DOGE Dogecoin,DOGE,"$22,205,627",$0.000206,107736982531,"$77,839",-0.37%,-0.75%,-6.87%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,ZEC Zcash,ZEC,"$20,309,415",$45.15,449844,"$806,839",1.44%,3.15%,-1.89%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,DGD DigixDAO,DGD,"$18,444,757",$9.22,"2,000,000 *","$26,564",0.22%,4.73%,2.77%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
17,18,XLM Stellar,XLM,"$16,897,129",$0.002441,"6,921,534,188 *","$50,895",-0.11%,-0.87%,3.88%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
18,19,LSK Lisk,LSK,"$16,418,307",$0.161148,"101,883,510 *","$270,640",0.86%,8.69%,5.21%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
19,20,USDT Tether,USDT,"$14,951,820",$1.00,"14,951,571 *","$1,334,198",0.00%,0.00%,0.00%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
20,21,ARDR Ardor,ARDR,"$13,029,290",$0.013042,"998,999,495 *","$163,601",-1.46%,22.99%,17.26%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
21,22,SDC ShadowCash,SDC,"$11,171,205",$1.69,"6,619,351 *","$99,457",0.39%,-1.37%,35.57%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
22,23,GNT Golem,GNT,"$11,102,303",$0.016303,"681,009,001 *","$16,802",0.42%,-1.02%,44.12%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
23,24,GAME GameCredits,GAME,"$10,370,109",$0.172817,60006375,"$90,758",2.84%,1.25%,-3.85%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
24,25,BTS BitShares,BTS,"$9,827,052",$0.003810,"2,579,360,000 *","$54,688",0.40%,-0.87%,3.48%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
25,26,SCN Swiscoin,SCN,"$8,547,763",$0.015256,560297027,"$58,901",0.96%,-15.99%,-13.14%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
26,27,EDC EDC Blockchain,EDC,"$8,257,091",$0.606175,13621634,"$328,795",0.54%,-1.62%,-39.17%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
27,28,SC Siacoin,SC,"$7,844,661",$0.000351,22367911365,"$538,389",-0.48%,11.85%,3.59%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
28,29,XAUR Xaurum,XAUR,"$7,684,680",$0.086158,"89,192,753 *","$5,086",-8.73%,-11.26%,20.06%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
29,30,BCN Bytecoin,BCN,"$7,565,032",$0.000042,182277626997,"$1,617",-11.58%,-2.06%,-12.12%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
30,31,NLG Gulden,NLG,"$7,536,316",$0.022260,338558545,"$12,666",-1.02%,1.23%,-3.80%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
31,32,EMC Emercoin,EMC,"$7,414,363",$0.188495,39334537,"$10,452",0.41%,-0.18%,-5.79%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
32,33,SNGLS SingularDTV,SNGLS,"$6,888,562",$0.011481,"600,000,000 *","$2,637",5.62%,15.10%,16.59%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
33,34,SJCX Storjcoin X,SJCX,"$6,208,055",$0.123009,"50,468,144 *","$8,709",0.45%,0.90%,-6.81%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
34,35,NEO NEO,NEO,"$6,186,596",$0.123732,"50,000,000 *","$6,954",1.96%,0.72%,-5.99%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
35,36,PPC Peercoin,PPC,"$6,056,882",$0.254564,23793182,"$60,993",0.51%,0.62%,5.14%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
36,37,NXT Nxt,NXT,"$5,938,907",$0.005945,"998,999,983 *","$99,537",-1.66%,8.70%,-1.40%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
37,38,1ST FirstBlood,1ST,"$5,685,938",$0.066457,"85,558,371 *","$20,132",1.47%,0.30%,11.72%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
38,39,XCP Counterparty,XCP,"$5,248,201",$2.00,"2,620,631 *","$8,342",0.76%,0.68%,-5.39%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
39,40,STRAT Stratis,STRAT,"$5,010,614",$0.051008,"98,231,385 *","$34,667",-0.87%,2.21%,-12.48%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
40,41,RBY Rubycoin,RBY,"$4,756,050",$0.198953,"23,905,390 *","$4,979",0.44%,1.73%,-6.08%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
41,42,LMC LoMoCoin,LMC,"$4,748,949",$0.022592,"210,204,405 *","$3,493",0.44%,1.00%,-2.37%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
42,43,IOC I/O Coin,IOC,"$4,703,354",$0.288446,"16,305,850 *","$3,411",1.27%,-3.67%,-18.70%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
