,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$61,082,049,549",$3682.84,16585562,"$768,015,488",-0.59%,-2.46%,1.00%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,ETH Ethereum,ETH,"$26,780,648,760",$282.48,94804328,"$571,410,880",-1.70%,-0.65%,8.05%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,BCH Bitcoin Cash,BCH,"$6,994,246,279",$421.03,16612238,"$114,526,792",-0.87%,-1.41%,-1.93%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,XRP XRP,XRP,"$6,740,350,718",$0.175787,"38,343,841,883 *","$20,566,508",-0.31%,-0.87%,-2.53%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,LTC Litecoin,LTC,"$2,527,744,023",$47.62,53083507,"$82,147,128",-0.54%,-2.94%,-3.85%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,DASH Dash,DASH,"$2,514,577,588",$331.85,7577532,"$111,537,464",-1.30%,-4.95%,5.77%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,XEM NEM,XEM,"$1,945,387,020",$0.216154,"8,999,999,999 *","$2,016,526",-0.64%,-2.25%,3.70%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,MIOTA IOTA,MIOTA,"$1,449,189,531",$0.521379,"2,779,530,283 *","$9,199,829",-2.46%,-3.08%,0.80%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,XMR Monero,XMR,"$1,354,029,616",$89.50,15128949,"$22,223,992",-0.80%,-2.11%,-6.36%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,ETC Ethereum Classic,ETC,"$1,000,440,154",$10.44,95834617,"$21,480,290",-0.99%,-1.12%,1.83%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,NEO NEO,NEO,"$989,351,368",$19.79,"50,000,000 *","$11,967,197",-0.63%,-1.49%,-1.75%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,OMG OmiseGO,OMG,"$851,296,231",$8.66,"98,312,024 *","$19,730,466",-0.91%,-3.57%,-14.74%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,BCC BitConnect,BCC,"$745,907,906",$110.11,6773956,"$4,950,759",-0.60%,-2.17%,1.04%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,LSK Lisk,LSK,"$648,344,630",$5.75,"112,679,385 *","$6,273,948",-0.93%,-2.58%,1.83%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,QTUM Qtum,QTUM,"$474,497,232",$8.04,"59,000,000 *","$28,266,790",-1.57%,-0.36%,-6.32%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,ZEC Zcash,ZEC,"$463,917,367",$205.63,2256131,"$15,176,598",0.68%,1.12%,15.65%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,USDT Tether,USDT,"$443,779,468",$1.00,"442,481,237 *","$91,337,872",-0.04%,0.08%,-0.08%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
17,18,WAVES Waves,WAVES,"$396,756,268",$3.97,"100,000,000 *","$5,012,107",2.04%,0.57%,6.46%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
18,19,STRAT Stratis,STRAT,"$391,591,842",$3.97,"98,556,217 *","$2,751,837",-0.48%,-5.12%,-12.04%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
19,20,ARK Ark,ARK,"$295,827,607",$3.03,"97,772,000 *","$1,384,146",-0.45%,-3.14%,-12.99%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
20,21,STEEM Steem,STEEM,"$260,679,444",$1.07,"242,607,830 *","$623,883",-1.29%,0.20%,-4.78%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
21,22,KNC Kyber Network,KNC,"$254,817,978",$1.85,"137,995,600 *","$16,343,898",0.40%,?,?,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
22,23,BCN Bytecoin,BCN,"$223,330,991",$0.001219,183253534612,"$1,459,624",-0.34%,-3.80%,-5.88%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
23,24,PAY TenX,PAY,"$215,594,308",$2.06,"104,661,310 *","$2,556,774",-0.27%,-1.94%,-2.78%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
24,25,MAID MaidSafeCoin,MAID,"$215,255,940",$0.475649,"452,552,412 *","$830,918",-0.93%,-2.27%,-12.32%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
25,26,GNT Golem,GNT,"$206,456,257",$0.247837,"833,032,000 *","$1,551,465",-0.56%,-3.16%,-1.09%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
26,27,EOS EOS,EOS,"$199,881,757",$0.546274,"365,900,299 *","$7,534,276",-1.49%,-4.85%,-17.15%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
