,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$16,146,284,920",$999.18,16159525,"$67,530,048",-0.02%,-0.46%,-2.93%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,ETH Ethereum,ETH,"$1,012,462,600",$11.40,88819080,"$6,264,900",0.26%,0.44%,0.21%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$232,223,712",$0.006269,"37,044,533,660 *","$230,479",-0.16%,-1.17%,-2.65%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,LTC Litecoin,LTC,"$187,313,671",$3.76,49759656,"$2,706,318",0.14%,-0.75%,-6.91%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,XMR Monero,XMR,"$171,823,233",$12.33,13934231,"$2,154,251",-1.06%,0.65%,-3.69%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,DASH Dash,DASH,"$119,972,081",$16.91,7096304,"$1,264,077",-0.05%,-1.37%,-0.88%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,ETC Ethereum Classic,ETC,"$108,822,631",$1.23,88777650,"$1,574,634",-0.21%,-0.70%,-12.86%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,MAID MaidSafeCoin,MAID,"$81,990,000",$0.181172,"452,552,412 *","$892,466",6.13%,8.58%,20.44%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,XEM NEM,XEM,"$62,097,816",$0.006900,"8,999,999,999 *","$231,800",-0.41%,-0.20%,6.87%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,REP Augur,REP,"$49,193,764",$4.47,"11,000,000 *","$82,761",1.03%,3.33%,6.95%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,ICN Iconomi,ICN,"$34,372,717",$0.395089,"87,000,000 *","$883,170",0.30%,-10.36%,-10.99%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,STEEM Steem,STEEM,"$33,238,950",$0.142462,"233,318,153 *","$35,711",-0.65%,-2.56%,-11.63%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,FCT Factom,FCT,"$29,060,424",$3.32,"8,753,219 *","$118,260",-0.55%,-2.11%,-6.93%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,WAVES Waves,WAVES,"$25,004,494",$0.250045,"100,000,000 *","$32,411",1.40%,3.98%,11.39%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,USDT Tether,USDT,"$24,950,977",$0.999999,"24,950,996 *","$1,105,598",0.00%,0.00%,0.00%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,DOGE Dogecoin,DOGE,"$22,517,000",$0.000208,108122857526,"$96,618",-0.20%,0.01%,-0.70%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,GNT Golem,GNT,"$20,809,323",$0.025377,"820,000,000 *","$41,317",-0.68%,-1.92%,-15.16%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
