,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$10,902,798,993",$885.28,12315650,"$32,224,254",0.41%,3.84%,2.79%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,LTC Litecoin,LTC,"$607,235,558",$24.12,25171554,"$12,199,163",0.37%,4.26%,-3.89%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$157,362,291",$0.020128,"7,817,889,792 *","$77,411",0.41%,5.32%,-2.27%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,PPC Peercoin,PPC,"$127,305,292",$6.04,21085380,"$2,171,105",-0.03%,3.58%,2.33%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,NXT Nxt,NXT,"$78,028,427",$0.078029,"999,998,016 *","$236,019",1.23%,7.98%,47.80%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,OMNI Omni,OMNI,"$65,947,028",$106.46,"619,478 *","$31,051",0.45%,-16.36%,-28.08%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,DOGE Dogecoin,DOGE,"$58,716,784",$0.001594,36847591424,"$4,570,822",0.95%,-13.81%,119.11%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,NMC Namecoin,NMC,"$48,429,671",$6.15,7871293,"$1,700,838",0.47%,4.20%,-3.05%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,QRK Quark,QRK,"$22,120,786",$0.089413,247399344,"$97,584",0.25%,2.01%,-18.26%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,PTS BitShares PTS,PTS,"$17,372,118",$12.57,"1,381,923 *","$12,387",1.94%,2.51%,0.04%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,XPM Primecoin,XPM,"$14,433,326",$3.45,4180432,"$346,929",3.28%,10.43%,4.71%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,WDC WorldCoin,WDC,"$14,103,449",$0.336433,41920532,"$111,391",0.58%,-3.90%,-4.77%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,MEC Megacoin,MEC,"$13,184,004",$0.602026,21899400,"$39,486",-10.62%,-7.35%,-14.25%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,IFC Infinitecoin,IFC,"$12,466,185",$0.000139,89922830336,"$194,588",6.79%,41.23%,107.42%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,FTC Feathercoin,FTC,"$10,211,303",$0.327554,31174450,"$883,188",1.79%,-10.43%,2.40%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,NVC Novacoin,NVC,"$8,438,006",$14.71,573493,"$67,347",-0.19%,2.94%,-1.23%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,TIX Tickets,TIX,"$4,419,120",$0.000066,66876280832,"$52,440",4.16%,25.35%,65.58%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
17,18,DVC Devcoin,DVC,"$3,988,307",$0.000646,6171420160,"$7,583",0.41%,5.36%,17.99%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
18,19,YBC YbCoin,YBC,"$3,903,550",$4.06,"961,440 *",$517,0.41%,-5.67%,-13.56%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
19,20,MOON Mooncoin,MOON,"$3,496,139",$0.000138,25423534080,"$103,589",-2.74%,-4.09%,1119.38%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
20,21,DGC Digitalcoin,DGC,"$3,451,697",$0.272073,12686653,"$26,534",-1.11%,0.60%,-12.22%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
21,22,MEOW Kittehcoin,MEOW,"$3,439,034",$0.000710,4843746304,"$446,166",2.77%,187.44%,?,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
22,23,ZET Zetacoin,ZET,"$3,404,982",$0.021300,159859520,"$14,342",-3.17%,-2.85%,-12.26%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
23,24,ANC Anoncoin,ANC,"$2,473,676",$3.58,690370,"$4,425",1.47%,4.64%,-5.21%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
24,25,TIPS FedoraCoin,TIPS,"$2,460,209",$0.000022,111430385664,"$270,032",7.71%,5.47%,3466.21%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
25,26,CLR Copperlark,CLR,"$2,219,404",$0.370729,5986599,"$2,954",-4.78%,0.34%,-9.20%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
26,27,PRT Particle,PRT,"$2,124,990",$0.003062,693945920,"$3,368",-2.46%,20.72%,?,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
27,28,TRC Terracoin,TRC,"$2,045,832",$0.407229,5023790,"$75,167",1.51%,3.79%,-5.75%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
28,29,IXC Ixcoin,IXC,"$2,042,850",$0.114360,"17,863,250 *","$4,931",-10.25%,8.78%,-3.42%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
29,30,LOT LottoCoin,LOT,"$1,553,770",$0.000301,5162107904,"$204,882",-0.50%,-2.08%,169.19%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
30,31,EAC EarthCoin,EAC,"$1,518,319",$0.001514,1002966336,"$118,454",1.27%,1.84%,55.28%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
31,32,TAG TagCoin,TAG,"$990,404",$1.31,757435,"$15,853",3.52%,-1.05%,-16.23%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
32,33,CBX Bullion,CBX,"$879,979",$0.938450,937694,"$35,183",5.04%,-15.39%,-0.54%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
33,34,BQC BBQCoin,BQC,"$850,715",$0.027329,31128668,"$2,825",-4.03%,-3.28%,-8.93%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
34,35,GLC GoldCoin,GLC,"$832,830",$0.028240,29490710,"$3,326",0.76%,-1.66%,7.38%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
35,36,DIME Dimecoin,DIME,"$788,182",$0.000008,100875681792,"$72,050",-1.62%,-9.23%,984.09%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
36,37,SXC Sexcoin,SXC,"$750,364",$0.013302,56408024,"$6,163",-3.08%,?,27.86%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
37,38,BTB BitBar,BTB,"$685,542",$73.04,9386,"$5,587",-2.54%,5.78%,-16.41%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
38,39,FZ Frozen,FZ,"$650,828",$0.126420,5148155,"$2,718",0.48%,5.91%,10.80%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
39,40,FST Fastcoin,FST,"$649,955",$0.011889,54667132,"$5,396",1.74%,-4.35%,7.72%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
40,41,MMC Memorycoin,MMC,"$591,596",$0.194770,3037403,"$8,264",-2.48%,-2.37%,-11.98%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
41,42,UNO Unobtanium,UNO,"$545,097",$3.95,138150,"$6,692",-4.04%,-0.80%,11.36%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
42,43,DEM Deutsche eMark,DEM,"$532,913",$0.138723,3841550,"$5,832",-0.16%,-11.53%,133.32%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
43,44,DTC Datacoin,DTC,"$514,514",$0.265699,1936453,"$1,119",0.43%,3.14%,-3.90%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
44,45,ASC AsicCoin,ASC,"$506,270",$0.001220,415049088,"$8,106",-0.96%,-3.74%,-1.25%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
45,46,RED RedCoin,RED,"$466,314",$0.014533,32087250,"$3,555",-0.03%,-1.12%,?,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
46,47,GRA Grain,GRA,"$455,715",$0.000600,759246144,"$10,333",-0.54%,46.30%,443.37%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
47,48,JKC Junkcoin,JKC,"$452,588",$0.044648,10136700,"$2,620",-4.57%,7.99%,8.31%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
48,49,CAT Catcoin,CAT,"$446,905",$0.419038,1066500,"$10,802",-2.94%,-5.99%,119.15%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
49,50,SBC StableCoin,SBC,"$423,007",$0.042759,9892805,"$12,085",0.73%,-17.59%,-23.85%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
50,51,YAC Yacoin,YAC,"$406,631",$0.026558,15310839,$579,0.38%,-0.76%,-11.18%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
51,52,VTC Vertcoin,VTC,"$401,063",$0.325340,1232750,"$12,561",5.78%,-6.15%,346.47%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
52,53,RPC RonPaulCoin,RPC,"$398,115",$27.72,14363,"$35,443",1.04%,-15.25%,58.53%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
53,54,FLO FLO,FLO,"$365,355",$0.009178,39807400,"$1,585",-6.59%,-9.11%,4.74%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
54,55,GDC GrandCoin,GDC,"$327,776",$0.001027,319182016,"$6,602",-0.38%,-0.04%,8.08%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
55,56,42 42-coin,42,"$323,586","$299,225",1.0814157,"$10,134",0.20%,-2.75%,-17.61%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
56,57,BTE Bytecoin,BTE,"$302,268",$0.163042,1853929,"$3,421",-0.02%,15.91%,21.83%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
57,58,PHS Philosopher S...,PHS,"$294,952",$0.177056,"1,665,867 *","$1,401",-4.74%,-3.57%,9.03%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
58,59,QQC QQCoin,QQC,"$234,066",$0.015958,14667601,"$1,791",-1.76%,-10.67%,-28.65%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
59,60,TGC Tigercoin,TGC,"$228,364",$0.008862,25769896,"$2,175",-8.63%,6.52%,67.09%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
60,61,BET BetaCoin,BET,"$212,158",$0.035411,5991254,"$2,902",0.50%,?,41.93%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
61,62,LKY Luckycoin,LKY,"$210,556",$0.017706,11892068,"$2,840",0.28%,10.72%,81.08%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
62,63,HBN HoboNickels,HBN,"$209,139",$0.077707,2691366,"$9,432",-0.64%,?,68.98%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
63,64,DMD Diamond,DMD,"$207,883",$0.875391,237474,"$4,860",-2.27%,9.59%,40.98%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
64,65,GLC GlobalCoin,GLC,"$191,274",$0.006976,27418800,"$2,111",-1.74%,5.80%,-17.15%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
65,66,XIV Xivra,XIV,"$186,550",$0.000708,263404992,"$2,524",-6.47%,-18.13%,130.55%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
66,67,FRK Franko,FRK,"$170,919",$1.70,100556,"$2,482",-4.05%,9.30%,15.11%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
67,68,CSC CasinoCoin,CSC,"$167,034",$0.016781,"9,953,590 *","$2,212",0.12%,1.75%,40.05%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
68,69,ELC Elacoin,ELC,"$144,150",$0.708224,203537,"$1,034",-1.53%,-5.54%,6.63%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
69,70,KGC Krugercoin,KGC,"$143,455",$0.004423,32435122,$916,-0.30%,-3.83%,14.21%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
70,71,PXC Phoenixcoin,PXC,"$130,894",$0.014430,9070950,$760,0.82%,-2.38%,44.48%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
71,72,ARG Argentum,ARG,"$125,515",$0.185927,675079,"$1,786",-2.38%,-5.24%,-8.48%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
72,73,XJO Joulecoin,XJO,"$113,843",$0.030144,3776656,"$1,250",0.50%,2.02%,86.10%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
73,74,CRC CraftCoin,CRC,"$101,136",$0.334370,302468,$887,0.43%,0.26%,58.21%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
74,75,NRB Noirbits,NRB,"$99,266",$0.046557,2132140,"$2,156",-0.89%,13.07%,81.24%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
75,76,FRC Freicoin,FRC,"$1,832,911",$0.050461,36323340,Low Vol,1.39%,-2.65%,-1.11%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
76,77,EXC Extremecoin,EXC,"$844,937",$0.244160,3460584,Low Vol,7.39%,15.80%,20.52%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
77,78,I0C I0Coin,I0C,"$483,360",$0.024000,20140048,Low Vol,0.50%,6.18%,12.39%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
