,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$3,993,635,126",$286.39,13944575,"$11,970,086",0.22%,1.53%,4.03%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,XRP XRP,XRP,"$345,160,232",$0.010817,"31,908,551,587 *","$407,154",-0.14%,-2.48%,7.07%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,LTC Litecoin,LTC,"$75,307,645",$2.02,37302604,"$1,035,698",0.17%,1.16%,6.37%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,BTS BitShares,BTS,"$21,784,488",$0.008701,"2,503,706,843 *","$51,775",0.37%,-3.10%,-8.14%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,DASH Dash,DASH,"$16,245,688",$3.12,5202317,"$57,656",0.00%,6.28%,-7.93%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,DOGE Dogecoin,DOGE,"$14,092,406",$0.000143,98628435527,"$68,975",0.39%,0.07%,1.80%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,NXT Nxt,NXT,"$13,018,661",$0.013019,"999,997,096 *","$35,028",-0.09%,-2.57%,-9.54%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,MAID MaidSafeCoin,MAID,"$11,121,103",$0.024574,"452,552,412 *","$4,043",0.27%,-1.18%,-0.68%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,XLM Stellar,XLM,"$10,915,329",$0.003002,"3,636,415,900 *","$7,251",-0.12%,0.50%,2.53%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,XPY PayCoin,XPY,"$9,580,081",$0.678357,14122480,"$34,919",-1.89%,-2.08%,3.07%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,PPC Peercoin,PPC,"$8,828,486",$0.398503,22154113,"$14,080",0.10%,-1.02%,0.59%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,BANX Banx,BANX,"$5,523,499",$1.53,"3,600,882 *","$1,727",0.16%,0.33%,24.07%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,NMC  Namecoin,NMC,"$5,320,524",$0.478835,11111400,"$6,023",0.01%,0.01%,-2.16%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,XMR  Monero,XMR,"$4,669,043",$0.694250,6725307,"$70,322",0.27%,2.83%,42.24%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,XCP  Counterparty,XCP,"$3,371,349",$1.27,"2,646,359 *","$1,765",-0.07%,0.15%,-10.16%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
