,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$9,627,500,054",$795.87,12096825,Low Vol,0.71%,13.03%,-17.53%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,LTC Litecoin,LTC,"$648,135,180",$27.27,23763442,Low Vol,0.58%,16.09%,-19.39%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$285,005,350",$0.036456,"7,817,889,792 *",Low Vol,0.03%,9.32%,-32.65%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,PPC Peercoin,PPC,"$84,643,504",$4.05,20894584,Low Vol,2.93%,19.63%,-35.10%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,NMC Namecoin,NMC,"$46,654,462",$6.29,7420343,Low Vol,1.89%,16.97%,-23.83%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,QRK Quark,QRK,"$26,259,006",$0.106726,246040928,Low Vol,-1.34%,25.57%,-56.01%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,WDC WorldCoin,WDC,"$26,148,373",$0.760096,34401424,Low Vol,2.32%,44.09%,62.47%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,MEC Megacoin,MEC,"$21,083,628",$0.994822,21193376,Low Vol,-3.49%,1.18%,-36.79%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,XPM Primecoin,XPM,"$12,090,897",$3.50,3452739,Low Vol,3.15%,25.59%,-34.68%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,FTC Feathercoin,FTC,"$11,388,199",$0.445687,25552000,Low Vol,2.71%,30.07%,-52.87%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,NVC Novacoin,NVC,"$8,671,711",$16.94,512025,Low Vol,-0.09%,12.59%,-21.38%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,ZET Zetacoin,ZET,"$5,725,812",$0.036212,158118800,Low Vol,19.01%,324.67%,7.47%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,FRC Freicoin,FRC,"$4,514,681",$0.132648,34035136,Low Vol,0.53%,-0.96%,-59.39%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,ANC Anoncoin,ANC,"$4,147,470",$7.24,572673,Low Vol,2.63%,47.92%,15.99%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,NXT Nxt,NXT,"$3,979,350",$0.003979,"1,000,000,000 *",Low Vol,-1.95%,-34.41%,?,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,IFC Infinitecoin,IFC,"$3,552,187",$0.000040,88460771328,Low Vol,-1.24%,75.22%,-35.95%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,TRC Terracoin,TRC,"$2,940,547",$0.644655,4561430,Low Vol,1.74%,31.47%,-42.60%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
17,18,CBX Bullion,CBX,"$2,915,898",$3.18,915947,Low Vol,-0.84%,18.84%,-32.09%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
18,19,SBC StableCoin,SBC,"$2,486,228",$0.294472,8443005,Low Vol,7.77%,?,131.53%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
19,20,BQC BBQCoin,BQC,"$2,272,192",$0.080375,28269910,Low Vol,-1.39%,51.75%,-62.25%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
20,21,DVC Devcoin,DVC,"$2,047,526",$0.000350,5847020032,Low Vol,7.60%,42.75%,-30.39%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
21,22,GLC GoldCoin,GLC,"$1,911,361",$0.066320,28820344,Low Vol,1.81%,42.23%,-37.13%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
22,23,IXC Ixcoin,IXC,"$1,889,778",$0.111398,"16,964,210 *",Low Vol,0.27%,19.77%,-9.44%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
23,24,DGC Digitalcoin,DGC,"$1,726,460",$0.153189,11270124,Low Vol,2.87%,11.87%,-39.18%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
24,25,CLR Copperlark,CLR,"$1,257,313",$0.246704,5096449,Low Vol,0.48%,52.03%,-34.43%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
25,26,FST Fastcoin,FST,"$1,107,222",$0.025484,43448132,Low Vol,-0.80%,12.17%,-10.45%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
