,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$3,367,770,894",$230.51,14609975,"$18,478,810",0.46%,-2.18%,-4.06%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,XRP XRP,XRP,"$277,183,910",$0.008532,"32,488,247,336 *","$62,875",0.02%,4.09%,8.29%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,LTC Litecoin,LTC,"$119,039,715",$2.82,42273510,"$1,328,081",0.80%,-0.63%,-7.31%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,ETH Ethereum,ETH,"$68,480,606",$0.936003,73162785,"$644,138",0.08%,-9.15%,-28.06%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,DASH Dash,DASH,"$13,505,957",$2.34,5782325,"$53,764",0.69%,-4.53%,-5.84%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,DOGE Dogecoin,DOGE,"$12,702,608",$0.000126,100971684098,"$40,889",0.14%,-1.22%,-4.98%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,BANX Banx,BANX,"$12,525,033",$1.75,"7,140,236 *","$10,170",0.58%,-2.07%,-3.94%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,BTS BitShares,BTS,"$10,740,496",$0.004276,"2,511,953,117 *","$110,237",0.37%,-0.82%,-13.28%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,XLM Stellar,XLM,"$10,436,601",$0.002158,"4,837,356,606 *","$1,583",0.67%,-3.24%,-14.15%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,BCN Bytecoin,BCN,"$9,573,460",$0.000054,176119484069,"$19,966",3.73%,-7.62%,-14.56%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,MAID MaidSafeCoin,MAID,"$9,526,129",$0.021050,"452,552,412 *","$2,699",1.86%,-0.33%,-10.63%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,NXT Nxt,NXT,"$8,077,191",$0.008077,"999,997,096 *","$6,470",1.22%,-0.22%,-6.11%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,PPC Peercoin,PPC,"$7,585,958",$0.335274,22626143,"$56,749",0.59%,-4.67%,-8.73%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,NMC Namecoin,NMC,"$4,465,057",$0.358913,12440500,"$18,329",0.50%,-2.51%,-12.62%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,XMR Monero,XMR,"$4,304,318",$0.462865,9299298,"$18,133",0.26%,-1.77%,-7.76%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,TRMB TRMB,TRMB,"$2,955,932",$0.156845,"18,846,188 *","$58,401",0.00%,-0.01%,-0.30%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,XCP Counterparty,XCP,"$2,477,883",$0.938850,"2,639,274 *","$1,467",4.44%,3.57%,2.63%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
17,18,MONA MonaCoin,MONA,"$2,247,781",$0.100929,22270950,"$2,173",0.19%,-0.94%,8.18%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
18,19,BLK BlackCoin,BLK,"$1,938,720",$0.025853,"74,991,518 *","$7,421",2.65%,-1.88%,10.52%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
19,20,YBC YbCoin,YBC,"$1,783,091",$0.594364,"3,000,000 *","$39,627",0.58%,-2.78%,-6.20%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
20,21,GEMZ GetGems,GEMZ,"$1,374,607",$0.015597,"88,135,217 *","$3,234",2.24%,7.35%,1.79%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
