,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$1,417,199,163",$122.11,11605825,Low Vol,-0.13%,1.67%,6.85%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,LTC Litecoin,LTC,"$53,577,770",$2.59,20657380,Low Vol,-0.38%,-3.29%,-7.70%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$47,719,525",$0.006104,"7,817,889,792 *",Low Vol,-0.13%,9.90%,5.69%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,NMC Namecoin,NMC,"$3,939,439",$0.614218,6413743,Low Vol,-0.63%,-0.78%,-9.96%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,PPC Peercoin,PPC,"$3,531,624",$0.175840,20084320,Low Vol,3.25%,4.28%,4.02%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,FTC Feathercoin,FTC,"$1,885,132",$0.130659,14427900,Low Vol,0.41%,-0.46%,-11.61%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,NVC Novacoin,NVC,"$1,711,800",$4.64,369099,Low Vol,1.15%,-1.78%,-12.58%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,XPM Primecoin,XPM,"$1,298,228",$0.737795,1759606,Low Vol,-0.29%,-5.39%,-10.34%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,TRC Terracoin,TRC,"$628,219",$0.172177,3648690,Low Vol,-0.13%,-1.82%,-11.66%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,IFC Infinitecoin,IFC,"$435,199",$0.000006,74946838528,Low Vol,4.64%,-2.58%,9.98%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,DVC Devcoin,DVC,"$308,307",$0.000060,5152670208,Low Vol,-0.13%,1.67%,6.50%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,DGC Digitalcoin,DGC,"$248,937",$0.032971,7550124,Low Vol,-0.90%,-3.16%,1.41%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,FRC Freicoin,FRC,"$211,349",$0.008471,24948742,Low Vol,0.45%,0.24%,8.97%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,GLC GoldCoin,GLC,"$170,529",$0.006534,26098070,Low Vol,-6.67%,-3.13%,-44.68%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,WDC WorldCoin,WDC,"$114,698",$0.006590,17404008,Low Vol,3.60%,6.52%,-18.98%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,CBX Bullion,CBX,"$104,096",$0.152640,681969,Low Vol,-0.18%,12.59%,-1.16%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,MEC Megacoin,MEC,"$96,328",$0.006104,15780250,Low Vol,1.24%,-13.79%,3.06%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
17,18,YAC Yacoin,YAC,"$94,941",$0.015874,5980733,Low Vol,-0.16%,-2.55%,-25.96%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
18,19,IXC Ixcoin,IXC,"$93,651",$0.006229,"15,034,898 *",Low Vol,-0.16%,-1.45%,2.26%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
19,20,ANC Anoncoin,ANC,"$73,233",$0.171566,426852,Low Vol,-0.16%,79.02%,210.02%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
20,21,PXC Phoenixcoin,PXC,"$67,128",$0.019329,3472950,Low Vol,-0.16%,-3.94%,6.61%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
21,22,QRK Quark,QRK,"$65,187",$0.000383,170011648,Low Vol,3.75%,?,?,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
22,23,FST Fastcoin,FST,"$56,190",$0.002760,20361020,Low Vol,-0.55%,14.04%,32.53%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
23,24,MNC Mincoin,MNC,"$56,127",$0.043960,1276781,Low Vol,-0.13%,1.67%,-41.36%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
24,25,BQC BBQCoin,BQC,"$49,973",$0.002174,22991184,Low Vol,-0.16%,-7.17%,-14.29%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
25,26,CNC CHNCoin,CNC,"$40,121",$0.007632,5256994,Low Vol,-2.75%,5.94%,11.54%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
26,27,FRK Franko,FRK,"$30,659",$0.611167,50165,Low Vol,-0.16%,-3.96%,11.49%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
27,28,LKY Luckycoin,LKY,"$27,933",$0.004458,6265392,Low Vol,-0.16%,1.34%,-9.62%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
28,29,EZC EZCoin,EZC,"$25,696",$0.003489,7365271,Low Vol,0.56%,-1.96%,371.27%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
29,30,MEM Memecoin,MEM,"$25,623",$0.000866,29576750,Low Vol,0.55%,2.36%,126.18%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
30,31,XNC XenCoin,XNC,"$25,156",$0.000148,170536048,Low Vol,-4.01%,-2.84%,31.65%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
31,32,DBL Doubloons,DBL,"$19,786",$0.032124,615928,Low Vol,8.65%,10.15%,270.50%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
32,33,GME GameCoin,GME,"$18,735",$0.000330,56732848,Low Vol,5.33%,?,?,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
33,34,BTE Bytecoin,BTE,"$15,650",$0.016771,933200,Low Vol,-0.16%,25.15%,-5.30%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
34,35,BTB BitBar,BTB,"$12,930",$2.44,5295,Low Vol,-0.16%,-15.28%,1.85%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
35,36,ARG Argentum,ARG,"$12,460",$0.031872,390924,Low Vol,-0.16%,1.71%,1.83%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
36,37,ALF AlphaCoin,ALF,"$9,697",$0.000802,12086400,Low Vol,-0.16%,-3.82%,-5.86%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
37,38,CSC CasinoCoin,CSC,"$7,181",$0.003023,"2,375,250 *",Low Vol,-0.16%,1.71%,-1.36%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
38,39,GLC GlobalCoin,GLC,"$7,115",$0.000471,15094400,Low Vol,-12.61%,9.22%,-19.44%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
39,40,NAN NanoToken,NAN,"$5,823",$0.007864,740462,Low Vol,-0.16%,-4.96%,-6.23%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
40,41,SBC StableCoin,SBC,"$5,764",$0.001220,4724980,Low Vol,29.20%,78.49%,23.38%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
41,42,NBL Nibble,NBL,"$5,278",$0.005422,973454,Low Vol,-0.16%,1.70%,-17.03%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
42,43,SPT Spots,SPT,"$5,166",$0.006106,846181,Low Vol,-0.16%,1.66%,-14.50%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
43,44,CRC CraftCoin,CRC,"$4,929",$0.046402,106222,Low Vol,-1.49%,-19.18%,-20.46%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
