,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$3,317,123,015",$236.15,14046525,"$12,387,948",-0.05%,-0.17%,-8.97%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,XRP XRP,XRP,"$274,724,959",$0.008610,"31,908,551,587 *","$199,412",-0.26%,3.67%,-1.80%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,LTC Litecoin,LTC,"$55,735,210",$1.46,38110204,"$724,290",-0.56%,0.25%,-14.11%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,DASH Dash,DASH,"$17,401,250",$3.30,5277208,"$46,830",-0.08%,-1.77%,-20.35%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,XLM Stellar,XLM,"$13,442,137",$0.002796,"4,807,729,106 *","$99,750",4.94%,2.69%,5.37%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,BTS BitShares,BTS,"$11,329,757",$0.004523,"2,504,975,101 *","$41,211",0.19%,1.03%,-22.57%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,DOGE Dogecoin,DOGE,"$11,274,866",$0.000114,98997860983,"$23,632",0.71%,0.41%,-9.06%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,NXT Nxt,NXT,"$10,525,265",$0.010525,"999,997,096 *","$7,907",0.28%,0.45%,-4.44%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,MAID MaidSafeCoin,MAID,"$10,222,272",$0.022588,"452,552,412 *","$7,149",-0.83%,4.72%,10.88%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,XMR Monero,XMR,"$5,733,145",$0.800135,7165224,"$22,665",-0.42%,-2.16%,-7.61%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
