,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$1,610,215,304",$138.34,11639550,Low Vol,0.09%,1.35%,13.16%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,LTC Litecoin,LTC,"$53,930,595",$2.58,20869430,Low Vol,-0.61%,-0.85%,-0.35%,Add to Watchlist  Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$45,239,802",$0.005787,"7,817,889,792 *",Low Vol,0.07%,1.86%,-5.58%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,NMC Namecoin,NMC,"$3,689,125",$0.568577,6488343,Low Vol,-0.31%,-2.39%,-7.68%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,PPC Peercoin,PPC,"$3,593,392",$0.178459,20135716,Low Vol,0.94%,?,3.83%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,FTC Feathercoin,FTC,"$2,258,187",$0.150791,14975650,Low Vol,0.16%,-2.02%,15.86%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,NVC Novacoin,NVC,"$1,552,776",$4.07,381781,Low Vol,0.13%,4.97%,-12.34%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,XPM Primecoin,XPM,"$1,167,916",$0.622527,1876088,Low Vol,-1.20%,10.60%,-16.79%,Add to Watchlist Remove from Watchlist Watchlist full!  View Chart View Markets View Historical Data
8,9,TRC Terracoin,TRC,"$668,094",$0.182609,3658610,Low Vol,1.63%,?,4.97%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,IFC Infinitecoin,IFC,"$369,519",$0.000005,76056100864,Low Vol,3.95%,5.03%,-18.58%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,DVC Devcoin,DVC,"$302,075",$0.000058,5198969856,Low Vol,0.16%,8.97%,-2.06%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,FRC Freicoin,FRC,"$214,535",$0.008453,25381074,Low Vol,0.09%,1.33%,-0.02%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart  View Markets View Historical Data
12,13,ANC Anoncoin,ANC,"$174,151",$0.399526,435895,Low Vol,0.24%,1.62%,162.34%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,DGC Digitalcoin,DGC,"$163,789",$0.020754,7892013,Low Vol,0.16%,-1.45%,-37.26%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,CBX Bullion,CBX,"$135,839",$0.186763,727332,Low Vol,5.19%,11.43%,22.37%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,GLC GoldCoin,GLC,"$134,761",$0.005121,26313530,Low Vol,-2.35%,4.16%,-27.67%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,IXC Ixcoin,IXC,"$113,218",$0.007457,"15,183,794 *",Low Vol,0.24%,6.97%,19.80%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
17,18,MEC Megacoin,MEC,"$106,958",$0.006087,17571624,Low Vol,2.29%,0.02%,3.80%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets  View Historical Data
