,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$5,532,076,551",$373.37,14816675,"$51,817,628",-0.10%,-3.50%,15.41%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,XRP XRP,XRP,"$154,064,695",$0.004647,"33,156,211,683 *","$312,859",-0.06%,-0.89%,-4.86%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,LTC Litecoin,LTC,"$147,313,163",$3.42,43085785,"$2,399,538",-0.15%,-5.32%,-13.08%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,ETH Ethereum,ETH,"$76,614,194",$1.03,74566155,"$1,021,458",1.31%,11.29%,-1.02%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,DASH Dash,DASH,"$15,118,039",$2.53,5974036,"$55,256",-1.22%,-6.90%,-1.97%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,DOGE Dogecoin,DOGE,"$13,839,504",$0.000136,101730057002,"$98,767",-0.34%,-5.52%,-2.95%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,XLM Stellar,XLM,"$9,399,039",$0.001943,"4,837,356,606 *","$1,700",-0.15%,-3.71%,-9.39%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,PPC Peercoin,PPC,"$9,395,282",$0.412982,22749843,"$53,670",0.41%,-3.69%,5.88%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,BTS BitShares,BTS,"$8,750,399",$0.003484,"2,511,953,117 *","$62,744",-2.46%,-1.18%,-18.74%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,TRMB TRMB,TRMB,"$6,865,207",$0.157428,"43,608,621 *","$53,279",0.00%,0.01%,-0.54%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,NXT Nxt,NXT,"$6,361,859",$0.006362,"999,997,096 *","$49,086",-2.35%,-9.92%,-15.84%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,MAID MaidSafeCoin,MAID,"$5,836,606",$0.012897,"452,552,412 *","$6,471",-3.55%,-7.78%,-20.10%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,NMC Namecoin,NMC,"$5,528,705",$0.430233,12850500,"$32,363",-0.50%,-6.75%,10.08%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,BCN Bytecoin,BCN,"$5,345,350",$0.000030,177299574307,"$6,405",-0.07%,-2.36%,-15.33%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,XMR Monero,XMR,"$4,960,730",$0.497654,9968238,"$50,506",-0.03%,10.04%,18.46%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,GRC GridCoin,GRC,"$4,146,188",$0.011220,369546459,"$3,144",0.98%,-2.95%,10.71%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,RBY Rubycoin,RBY,"$2,922,106",$0.130660,"22,364,142 *","$2,552",-0.76%,1.08%,47.51%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
17,18,YBC YbCoin,YBC,"$2,123,533",$0.707844,"3,000,000 *","$32,094",-0.03%,-2.92%,0.77%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
18,19,DGB DigiByte,DGB,"$2,009,601",$0.000378,5317395855,"$13,894",-0.28%,-3.00%,-13.13%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
19,20,BLK BlackCoin,BLK,"$1,857,949",$0.024748,"75,075,160 *","$15,062",-1.36%,-3.98%,-10.24%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
20,21,MONA MonaCoin,MONA,"$1,792,580",$0.073315,24450300,"$3,098",-0.45%,7.89%,6.99%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
21,22,GEMZ GetGems,GEMZ,"$1,672,789",$0.018980,"88,135,217 *","$5,973",-1.33%,-21.82%,0.40%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
22,23,OMNI Omni,OMNI,"$1,317,192",$2.40,"548,797 *",$506,-0.32%,-10.11%,-14.44%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
23,24,NVC Novacoin,NVC,"$1,215,693",$1.00,1210316,"$13,082",-0.05%,-3.69%,0.78%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
24,25,NEU NeuCoin,NEU,"$1,200,556",$0.008286,"144,891,052 *","$3,610",-0.78%,-6.65%,2.14%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
25,26,NOTE DNotes,NOTE,"$1,078,960",$0.010233,105440831,$896,0.08%,-10.13%,-21.45%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
26,27,FCT Factom,FCT,"$1,059,588",$0.121003,"8,756,684 *","$5,562",-0.36%,-12.05%,-11.04%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
27,28,XPM Primecoin,XPM,"$930,288",$0.076256,12199490,"$13,615",0.63%,-5.80%,10.13%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
28,29,BTCD BitcoinDark,BTCD,"$914,919",$0.737554,1240478,"$2,096",0.67%,-16.17%,-13.81%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
29,30,MINT MintCoin,MINT,"$894,743",$0.000040,"22,317,093,350 *",$558,-7.71%,0.61%,5.27%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
30,31,FC2 FuelCoin,FC2,"$890,203",$0.008884,100206032,$960,-0.55%,-18.52%,-13.16%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
31,32,START Startcoin,START,"$869,524",$0.025405,34227120,"$2,894",0.26%,-3.74%,-17.11%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
32,33,UNITY SuperNET,UNITY,"$816,817",$1.00,"816,061 *","$2,158",-6.67%,-22.59%,-30.96%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
33,34,SDC ShadowCash,SDC,"$770,721",$0.118585,"6,499,326 *",$536,1.38%,-2.99%,-0.48%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
34,35,CSC CasinoCoin,CSC,"$745,147",$0.022339,"33,356,215 *","$2,818",-7.73%,-4.12%,-5.87%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
35,36,USNBT NuBits,USNBT,"$690,133",$0.998103,"691,445 *","$45,543",-0.34%,-0.22%,0.75%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
36,37,CLAM Clams,CLAM,"$631,645",$0.585112,"1,079,528 *","$15,140",-5.08%,13.91%,-15.49%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
37,38,VTC Vertcoin,VTC,"$630,823",$0.031592,19967900,"$1,407",0.01%,-5.42%,-3.29%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
38,39,WDC WorldCoin,WDC,"$576,532",$0.006259,92105153,"$4,273",-0.06%,-11.09%,0.60%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
39,40,FAIR FairCoin,FAIR,"$576,292",$0.011054,"52,133,646 *",$747,-0.32%,-15.89%,22.03%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
40,41,MEC Megacoin,MEC,"$566,067",$0.018202,31099925,"$4,320",-0.16%,-11.37%,12.76%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
41,42,NLG Gulden,NLG,"$546,423",$0.001924,284044199,"$1,101",7.52%,-1.19%,17.07%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
42,43,XDN DigitalNote,XDN,"$545,244",$0.000080,6849471301,"$2,870",-3.34%,-7.31%,-10.64%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
43,44,VRC VeriCoin,VRC,"$540,919",$0.019792,27330391,$676,-0.23%,-13.92%,-12.82%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
44,45,DEX InstantDEX,DEX,"$540,760",$0.540760,"1,000,000 *",$599,-3.21%,-18.04%,-29.38%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
45,46,XVC Vcash,XVC,"$529,078",$0.045361,11663823,"$3,520",1.87%,22.22%,34.19%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
46,47,IFC Infinitecoin,IFC,"$527,766",$0.000006,90596274910,"$2,082",-0.04%,-3.55%,10.15%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
47,48,SJCX Storjcoin X,SJCX,"$515,788",$0.011571,"44,575,870 *","$1,837",-0.29%,-7.22%,-18.01%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
48,49,VASH VPNCoin,VASH,"$488,458",$0.001220,"400,339,746 *","$2,151",0.00%,-3.09%,-2.51%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
49,50,GCR Global Curren...,GCR,"$470,441",$0.004704,"100,006,446 *","$4,772",0.73%,-5.35%,23.59%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
50,51,XPY PayCoin,XPY,"$463,962",$0.028612,16215419,"$1,072",-0.55%,-5.61%,-5.31%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
51,52,USDT Tether,USDT,"$451,600",$1.00,"451,600 *","$143,097",0.00%,0.00%,0.00%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
52,53,FTC Feathercoin,FTC,"$405,899",$0.004024,100872840,"$1,456",-1.11%,-5.81%,12.67%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
53,54,RDD ReddCoin,RDD,"$405,205",$0.000015,"27,841,156,356 *",$806,0.01%,28.40%,24.93%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
54,55,DMD Diamond,DMD,"$371,184",$0.272231,1363487,$619,-0.86%,-8.28%,11.44%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
55,56,HYPER Hyper,HYPER,"$340,723",$0.067401,5055181,"$1,055",-0.27%,-3.25%,13.22%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
56,57,ZET Zetacoin,ZET,"$339,188",$0.002078,163204002,"$29,897",0.00%,-3.51%,-4.08%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
57,58,EAC EarthCoin,EAC,"$334,886",$0.000038,8857889082,"$6,166",-0.30%,-2.90%,14.47%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
58,59,APC Applecoin,APC,"$329,794",$0.014798,"22,286,048 *","$2,643",-1.05%,-10.05%,-7.90%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
59,60,TIPS FedoraCoin,TIPS,"$320,056",$0.000001,280846322360,$809,-0.37%,-2.03%,7.30%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
60,61,UNC UnionCoin,UNC,"$287,891",$0.034319,8388608,$880,-6.84%,-3.86%,6.75%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
61,62,BILS BilShares,BILS,"$283,370",$0.000283,"1,000,000,000 *","$1,405",0.00%,-5.26%,-1.46%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
62,63,NAUT NautilusCoin,NAUT,"$267,928",$0.046019,"5,822,099 *","$1,304",-0.38%,-24.87%,-41.81%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
63,64,DGC Digitalcoin,DGC,"$265,447",$0.009615,27608653,"$1,986",-7.97%,-18.16%,20.99%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
64,65,BOST BoostCoin,BOST,"$204,037",$0.017317,11782456,"$1,594",0.00%,-3.00%,1.41%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
65,66,SC Siacoin,SC,"$199,003",$0.000030,6681202000,"$3,334",-0.36%,-3.78%,-12.49%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
66,67,MAX Maxcoin,MAX,"$196,182",$0.004732,41459435,"$2,375",0.94%,4.34%,11.27%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
67,68,ARCH ARCHcoin,ARCH,"$193,118",$0.011742,"16,446,925 *","$1,828",-0.34%,-25.61%,-8.24%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
68,69,CANN CannabisCoin,CANN,"$193,115",$0.002502,77172649,$914,-0.95%,-13.25%,-26.90%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets  View Historical Data
69,70,AUR Auroracoin,AUR,"$184,383",$0.024906,7403087,$574,-0.46%,-2.59%,15.38%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
70,71,ZCC ZcCoin,ZCC,"$158,496",$0.009134,17352849,"$6,752",-0.56%,-8.60%,-3.54%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
71,72,QORA Qora,QORA,"$147,348",$0.000015,"10,000,000,000 *",$749,-0.28%,-7.08%,-26.72%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets  View Historical Data
72,73,J Joincoin,J,"$143,592",$0.071489,2008595,"$1,430",-7.09%,-17.34%,0.39%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets  View Historical Data
73,74,TAG TagCoin,TAG,"$135,020",$0.037760,3575785,"$1,625",0.05%,-6.32%,18.42%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
