,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$4,373,826,072",$320.84,13632275,"$15,207,629",-0.56%,-2.47%,-8.43%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,XRP XRP,XRP,"$771,988,860",$0.024920,"30,978,075,200 *","$1,523,177",0.11%,2.97%,44.95%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XPY PayCoin,XPY,"$118,826,877",$9.67,12293204,"$541,036",0.31%,-13.85%,?,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,LTC Litecoin,LTC,"$99,517,999",$2.85,34913804,"$2,187,629",-0.56%,-2.30%,-18.02%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,BTS BitShares,BTS,"$40,515,459",$0.016219,"2,497,973,773 *","$214,441",-0.18%,2.78%,-5.12%,Add to Watchlist Remove from Watchlist Watchlist full!  View Chart View Markets View Historical Data
5,6,XLM Stellar,XLM,"$20,856,072",$0.005871,"3,552,110,475 *","$356,552",2.05%,-0.87%,137.33%,Add to Watchlist Remove from Watchlist Watchlist full!  View Chart View Markets View Historical Data
6,7,MAID MaidSafeCoin,MAID,"$19,668,757",$0.043462,"452,552,412 *","$3,962",-0.61%,1.19%,-15.59%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,DOGE Dogecoin,DOGE,"$18,753,450",$0.000193,96956725633,"$443,180",-0.65%,-5.63%,-0.91%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,NXT Nxt,NXT,"$16,687,030",$0.016687,"999,997,096 *","$39,835",-0.74%,-2.08%,-0.88%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,PPC Peercoin,PPC,"$12,354,529",$0.562723,21954917,"$24,392",-0.25%,-2.82%,-15.12%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,XCP Counterparty,XCP,"$9,492,290",$3.59,"2,646,688 *","$6,028",-0.54%,-5.95%,-15.65%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,DASH Dash,DASH,"$9,490,149",$1.91,4965626,"$77,552",0.26%,-3.38%,-14.38%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
