,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$233,413,800,016",$13925.78,16761275,"$11,572,254,720",1.68%,-6.13%,-26.84%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,ETH Ethereum,ETH,"$67,019,273,767",$694.15,96548917,"$2,300,552,704",2.96%,-4.64%,-3.23%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,BCH Bitcoin Cash,BCH,"$48,988,237,688",$2903.12,16874325,"$1,712,161,536",2.36%,-11.50%,57.25%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,XRP XRP,XRP,"$40,441,548,673",$1.04,"38,739,144,847 *","$754,958,848",1.28%,-10.78%,44.39%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,LTC Litecoin,LTC,"$15,028,951,029",$275.98,54456683,"$1,122,914,944",2.44%,-5.50%,-12.87%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,ADA Cardano,ADA,"$10,112,315,917",$0.390029,25927070538,"$67,372,280",0.88%,-7.70%,-21.61%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,MIOTA IOTA,MIOTA,"$9,674,915,210",$3.48,"2,779,530,283 *","$278,147,840",1.97%,-5.57%,-8.11%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,XEM NEM,XEM,"$9,396,147,250",$1.04,"8,999,999,999 *","$98,134,112",8.70%,10.18%,50.05%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,DASH Dash,DASH,"$9,208,779,481",$1184.69,7773155,"$230,642,560",1.17%,-8.32%,7.92%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,XMR Monero,XMR,"$5,231,007,893",$337.06,15519518,"$134,675,216",3.90%,-13.98%,-2.40%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,BTG Bitcoin Gold,BTG,"$5,104,901,590",$305.22,16725236,"$144,897,872",1.29%,-8.82%,3.41%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,EOS EOS,EOS,"$4,564,056,647",$8.14,"560,452,341 *","$192,174,864",2.92%,-5.65%,-0.85%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,XLM Stellar,XLM,"$4,008,414,431",$0.224450,"17,858,830,790 *","$71,071,600",1.74%,-6.74%,-16.23%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
