,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$67,230,609,742",$4073.26,16505337,"$3,159,094,016",-0.46%,4.48%,25.88%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,ETH Ethereum,ETH,"$28,011,768,699",$298.06,93979013,"$1,369,365,120",0.08%,-3.42%,12.86%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$6,446,782,517",$0.168092,"38,352,642,160 *","$110,199,392",-0.38%,-2.84%,-7.12%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,BCH Bitcoin Cash,BCH,"$4,914,960,174",$298.05,16490225,"$120,722,016",-1.05%,-5.52%,31.04%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,LTC Litecoin,LTC,"$2,402,844,118",$45.81,52449207,"$242,564,592",0.00%,-0.76%,0.93%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,NEO NEO,NEO,"$2,332,277,489",$46.65,"50,000,000 *","$448,654,464",-4.67%,28.75%,203.67%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,XEM NEM,XEM,"$2,316,049,665",$0.257339,"8,999,999,999 *","$8,310,084",-1.24%,-6.18%,4.53%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,MIOTA IOTA,MIOTA,"$2,245,063,826",$0.807713,"2,779,530,283 *","$41,198,384",-1.08%,9.21%,92.33%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,DASH Dash,DASH,"$1,484,312,177",$198.17,7490259,"$36,281,804",-0.38%,-3.31%,3.85%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,ETC Ethereum Classic,ETC,"$1,351,010,656",$14.30,94504901,"$58,116,552",0.03%,-3.01%,-7.41%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,QTUM Qtum,QTUM,"$894,965,466",$15.17,"59,000,000 *","$75,650,512",-2.83%,12.03%,45.04%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,XMR Monero,XMR,"$713,061,963",$47.76,14929985,"$19,587,840",-0.01%,-3.50%,-0.01%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,OMG OmiseGO,OMG,"$682,614,776",$6.94,"98,312,024 *","$128,909,072",-3.15%,15.15%,141.08%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,BCC BitConnect,BCC,"$664,050,683",$103.23,6432494,"$5,104,105",-2.00%,-1.64%,29.29%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,STRAT Stratis,STRAT,"$641,806,800",$6.52,"98,502,001 *","$24,769,932",0.34%,-3.02%,-3.55%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
