,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$5,598,957,083",$438.89,12757200,"$12,251,678",0.13%,-3.39%,0.81%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,LTC Litecoin,LTC,"$292,765,103",$10.36,28267354,"$2,521,267",0.02%,-3.59%,0.52%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$44,981,568",$0.005754,"7,817,889,792 *","$120,923",0.12%,-3.40%,14.72%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,PPC Peercoin,PPC,"$44,197,253",$2.07,21391686,"$71,485",-1.38%,-3.76%,-1.04%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,DOGE Dogecoin,DOGE,"$35,195,711",$0.000456,77153173504,"$480,690",0.38%,-4.33%,-2.19%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,NXT Nxt,NXT,"$29,994,068",$0.029994,"999,997,120 *","$65,635",0.75%,-3.89%,33.58%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,OMNI Omni,OMNI,"$19,361,949",$31.26,"619,478 *","$24,580",-0.17%,-4.37%,-2.64%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,NMC Namecoin,NMC,"$17,897,533",$2.05,8734232,"$96,104",-0.04%,-2.51%,-2.03%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,DASH Dash,DASH,"$10,967,002",$2.57,4266030,"$569,871",-2.15%,-1.21%,61.99%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,BLK BlackCoin,BLK,"$8,709,916",$0.116864,"74,530,048 *","$164,730",-0.31%,-7.03%,-11.42%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,PTS BitShares PTS,PTS,"$5,844,253",$3.57,"1,635,783 *","$6,150",1.16%,-0.87%,2.14%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,MAID MaidSafeCoin,MAID,"$5,458,979",$0.012063,"452,552,416 *","$6,910",4.43%,-14.09%,-5.26%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
