,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$7,325,371,161",$571.59,12815825,"$47,010,284",0.36%,8.75%,28.28%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,LTC Litecoin,LTC,"$330,645,754",$11.53,28682654,"$9,072,891",0.29%,3.60%,11.51%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,DASH Dash,DASH,"$65,445,424",$15.13,4325709,"$3,625,035",0.25%,25.10%,141.89%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,PPC Peercoin,PPC,"$51,949,060",$2.42,21428466,"$213,042",0.00%,5.28%,17.02%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,NXT Nxt,NXT,"$40,872,374",$0.040872,"999,997,120 *","$106,999",0.17%,6.65%,4.59%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,DOGE Dogecoin,DOGE,"$33,755,001",$0.000425,79396823040,"$1,222,409",1.81%,-0.81%,-5.25%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,XRP XRP,XRP,"$28,500,220",$0.003646,"7,817,889,792 *","$638,473",1.93%,-11.33%,-39.13%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,NMC Namecoin,NMC,"$24,066,058",$2.69,8940150,"$323,885",0.98%,6.12%,34.78%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,OMNI Omni,OMNI,"$17,674,775",$28.53,"619,478 *","$4,972",0.36%,16.56%,20.79%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,BLK BlackCoin,BLK,"$11,503,699",$0.154321,"74,543,736 *","$997,097",0.19%,-0.77%,77.38%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,XCP Counterparty,XCP,"$8,432,266",$3.18,"2,649,267 *","$17,013",2.40%,15.11%,84.39%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,PTS BitShares PTS,PTS,"$7,212,677",$4.40,"1,638,447 *","$29,166",0.24%,6.90%,23.97%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,MAID MaidSafeCoin,MAID,"$6,200,536",$0.013701,"452,552,416 *","$3,954",0.24%,-6.70%,3.30%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,VTC Vertcoin,VTC,"$4,845,190",$1.04,4653200,"$75,563",-0.26%,-0.77%,3.58%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
