,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$14,661,965,038",$911.20,16090850,"$158,715,248",-0.03%,0.86%,-9.03%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,ETH Ethereum,ETH,"$902,575,822",$10.29,87715677,"$16,676,626",-0.55%,4.41%,26.16%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$226,499,204",$0.006233,"36,338,178,044 *","$554,133",-1.01%,-1.88%,-2.45%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart  View Markets View Historical Data
3,4,LTC Litecoin,LTC,"$196,709,850",$3.99,49244229,"$11,728,646",0.03%,1.21%,-11.52%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart  View Markets View Historical Data
4,5,XMR Monero,XMR,"$184,338,567",$13.47,13683241,"$3,741,331",-0.55%,4.26%,-2.93%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,ETC Ethereum Classic,ETC,"$126,922,211",$1.45,87671508,"$1,085,532",-0.17%,0.70%,4.84%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,DASH Dash,DASH,"$87,970,406",$12.54,7014802,"$3,118,967",1.13%,1.50%,11.46%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,REP Augur,REP,"$50,153,107",$4.56,"11,000,000 *","$182,558",-1.04%,-2.01%,16.61%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,MAID MaidSafeCoin,MAID,"$42,473,430",$0.093853,"452,552,412 *","$146,618",-1.07%,3.05%,-3.98%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,STEEM Steem,STEEM,"$35,132,804",$0.152520,"230,348,857 *","$43,546",-0.42%,0.16%,-6.97%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
