,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$1,373,839,383",$122.29,11234075,Low Vol,1.00%,-5.23%,-9.13%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,LTC Litecoin,LTC,"$49,625,739",$2.73,18197154,Low Vol,0.85%,-3.62%,-16.04%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,NMC Namecoin,NMC,"$4,038,794",$0.709295,5694100,Low Vol,0.82%,-5.36%,-24.94%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,PPC Peercoin,PPC,"$2,899,779",$0.151642,19122498,Low Vol,1.39%,-5.69%,-23.08%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,NVC Novacoin,NVC,"$1,117,980",$3.90,286310,Low Vol,0.93%,-6.74%,-10.46%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,DVC Devcoin,DVC,"$674,190",$0.000147,4594120192,Low Vol,1.00%,-0.73%,-27.32%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,TRC Terracoin,TRC,"$662,838",$0.238470,2779550,Low Vol,1.00%,-11.96%,-25.29%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,FTC Feathercoin,FTC,"$545,795",$0.081936,6661250,Low Vol,2.08%,-4.83%,-18.23%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,FRC Freicoin,FRC,"$417,751",$0.019811,21086442,Low Vol,1.00%,-20.39%,-39.99%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,CNC CHNCoin,CNC,"$287,452",$0.056254,5109858,Low Vol,1.00%,-3.95%,-26.10%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,IXC Ixcoin,IXC,"$86,657",$0.006848,"12,653,618 *",Low Vol,1.00%,-8.33%,-33.19%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,MNC Mincoin,MNC,"$78,887",$0.073377,1075103,Low Vol,1.00%,-0.24%,-42.88%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,BQC BBQCoin,BQC,"$76,751",$0.004207,18244294,Low Vol,0.70%,-2.35%,-35.14%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,BTB BitBar,BTB,"$52,296",$15.91,3287,Low Vol,0.97%,-5.23%,-11.04%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
