,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$1,218,626,732",$107.60,11325525,Low Vol,-0.27%,-0.60%,7.69%,Add to Watchlist Remove from Watchlist  Watchlist full! View Chart View Markets View Historical Data
1,2,LTC Litecoin,LTC,"$58,663,952",$3.12,18819604,Low Vol,-0.59%,2.78%,47.72%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,NMC Namecoin,NMC,"$3,329,218",$0.562748,5916000,Low Vol,-1.19%,0.81%,39.70%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,PPC Peercoin,PPC,"$2,358,404",$0.121588,19396678,Low Vol,-0.50%,-2.03%,10.35%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,NVC Novacoin,NVC,"$1,042,587",$3.50,298137,Low Vol,-0.55%,0.07%,7.07%,Add to Watchlist Remove from Watchlist Watchlist full!  View Chart View Markets View Historical Data
5,6,FTC Feathercoin,FTC,"$799,217",$0.098992,8073550,Low Vol,-0.11%,16.47%,-8.82%,Add to Watchlist Remove from Watchlist Watchlist full!  View Chart View Markets View Historical Data
6,7,TRC Terracoin,TRC,"$416,782",$0.139880,2979570,Low Vol,0.50%,2.07%,-13.00%,Add to Watchlist Remove from Watchlist Watchlist full!  View Chart View Markets View Historical Data
7,8,DVC Devcoin,DVC,"$407,341",$0.000086,4732120064,Low Vol,-0.27%,-4.26%,-4.30%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,FRC Freicoin,FRC,"$274,484",$0.012590,21801296,Low Vol,-0.33%,-24.96%,-29.85%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,CNC CHNCoin,CNC,"$135,261",$0.025824,5237810,Low Vol,4.10%,-25.48%,-38.17%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,DGC Digitalcoin,DGC,"$84,169",$0.028192,2985547,Low Vol,0.34%,-2.42%,-4.86%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,YAC Yacoin,YAC,"$82,024",$0.021628,3792557,Low Vol,-0.32%,-0.96%,5.92%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart  View Markets View Historical Data
12,13,BQC BBQCoin,BQC,"$79,853",$0.004100,19478450,Low Vol,-0.23%,-3.86%,-2.58%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,IXC Ixcoin,IXC,"$68,434",$0.004950,"13,826,066 *",Low Vol,-0.20%,?,?,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,WDC WorldCoin,WDC,"$67,831",$0.009766,6945743,Low Vol,-0.23%,-0.33%,6.40%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,BTB BitBar,BTB,"$24,644",$6.56,3755,Low Vol,-0.23%,-0.60%,3.53%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,MNC Mincoin,MNC,"$24,316",$0.021525,1129661,Low Vol,-0.33%,-0.59%,-36.82%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
17,18,GLC GoldCoin,GLC,"$18,141",$0.001188,15263950,Low Vol,-0.41%,13.07%,-20.14%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
18,19,MEM Memecoin,MEM,"$13,338",$0.001090,12236950,Low Vol,-0.02%,-4.68%,29.75%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
19,20,BTE Bytecoin,BTE,"$11,371",$0.012375,918850,Low Vol,-0.23%,-18.72%,?,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
20,21,LKY Luckycoin,LKY,"$11,294",$0.002799,4035492,Low Vol,-0.23%,-3.76%,9.61%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
21,22,FRK Franko,FRK,"$4,336",$0.166781,25997,Low Vol,-0.23%,-0.63%,10.67%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
22,23,NBL Nibble,NBL,"$3,232",$0.004305,750754,Low Vol,-0.23%,-0.65%,44.03%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
23,24,AMC AmericanCoin,AMC,"$2,422",$0.002282,1061200,Low Vol,-0.23%,-9.95%,7.50%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
24,25,JKC Junkcoin,JKC,"$2,081",$0.000380,5481100,Low Vol,-0.40%,3.21%,1.60%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
25,26,ELC Elacoin,ELC,"$1,878",$0.086726,21659,Low Vol,-0.11%,0.11%,33.54%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
