,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$7,761,284,409",$593.85,13069400,"$7,774,228",-0.10%,-0.37%,-4.65%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,LTC Litecoin,LTC,"$237,272,313",$7.75,30601804,"$1,806,433",-0.19%,1.86%,-8.14%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$49,685,439",$0.006021,"8,252,600,832 *","$99,553",-0.06%,-0.30%,12.28%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,NXT Nxt,NXT,"$44,920,438",$0.044921,"999,997,120 *","$71,360",0.12%,-1.80%,-13.80%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,DASH Dash,DASH,"$26,301,201",$5.83,4508122,"$175,722",-0.09%,-1.78%,-17.69%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,PPC Peercoin,PPC,"$25,102,487",$1.16,21589386,"$16,713",-0.05%,-0.90%,-16.62%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,DOGE Dogecoin,DOGE,"$19,176,792",$0.000217,88400330752,"$281,078",-0.04%,4.16%,-9.51%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,BTS BitShares,BTS,"$16,397,275",$0.008200,"1,999,775,104 *","$91,449",-2.00%,-8.81%,-38.63%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,NMC Namecoin,NMC,"$14,967,430",$1.58,9446450,"$29,109",0.10%,-1.00%,-10.16%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,MAID MaidSafeCoin,MAID,"$12,768,687",$0.028215,"452,552,416 *","$8,042",0.06%,-2.31%,-17.39%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,BLK BlackCoin,BLK,"$7,650,831",$0.102509,"74,635,480 *","$76,643",2.49%,3.46%,-0.97%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,XMR Monero,XMR,"$6,098,661",$2.55,2390274,"$111,827",-1.70%,-2.95%,-8.08%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,PTS BitShares PTS,PTS,"$6,090,833",$3.68,"1,654,454 *","$18,244",-3.16%,-5.45%,-12.92%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,XCP Counterparty,XCP,"$5,712,675",$2.16,"2,648,957 *","$2,023",-0.17%,-3.11%,-13.19%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,RDD ReddCoin,RDD,"$5,421,819",$0.000202,"26,853,961,728 *","$466,992",1.17%,-6.34%,74.99%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
15,16,CLOAK CloakCoin,CLOAK,"$4,246,356",$0.939744,"4,518,632 *","$189,442",7.40%,45.46%,33.07%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
16,17,XC XCurrency,XC,"$4,214,568",$0.763486,"5,520,165 *","$23,415",-0.83%,-1.96%,-24.12%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
17,18,OMNI Omni,OMNI,"$3,939,995",$7.00,"563,162 *","$8,156",-6.69%,-19.99%,-43.73%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
18,19,QRK Quark,QRK,"$3,111,988",$0.012545,248060928,"$2,351",-0.06%,0.34%,-0.55%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
19,20,VRC VeriCoin,VRC,"$2,711,558",$0.101174,26800860,"$58,131",2.32%,-2.74%,-49.51%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
20,21,ZET Zetacoin,ZET,"$2,619,786",$0.016313,160594208,"$7,971",1.50%,-2.63%,-32.94%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
21,22,NTR Neutrino,NTR,"$2,107,441",$0.010017,210384752,$870,-0.10%,0.46%,28.51%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
22,23,XPM Primecoin,XPM,"$2,045,481",$0.311497,6566610,"$5,623",0.85%,-2.07%,-8.20%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
23,24,FTC Feathercoin,FTC,"$1,516,794",$0.030041,50490208,"$8,325",-12.21%,-2.11%,-18.28%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
24,25,YBC YbCoin,YBC,"$1,414,006",$0.793681,"1,781,580 *","$20,720",-0.17%,-1.47%,-6.42%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
25,26,QORA Qora,QORA,"$1,360,132",$0.000136,"10,000,000,000 *","$2,858",-0.13%,14.28%,-27.83%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
26,27,MEC Megacoin,MEC,"$1,355,686",$0.055282,24522900,"$3,573",4.42%,4.50%,-19.33%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
27,28,VIA Viacoin,VIA,"$1,337,255",$0.130793,10224202,"$120,677",-8.72%,3.57%,-6.95%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
28,29,IFC Infinitecoin,IFC,"$1,226,991",$0.000014,90586488832,$916,0.27%,-0.89%,-10.20%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
29,30,JLH jl777hodl,JLH,"$1,187,704",$0.118770,"10,000,000 *",$549,-0.07%,5.42%,?,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
30,31,POT PotCoin,POT,"$1,035,309",$0.007626,135753920,"$11,650",8.09%,-1.50%,-12.84%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
31,32,URO Uro,URO,"$935,301",$2.21,423844,"$57,508",-1.96%,-5.82%,-35.44%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
32,33,BTCD BitcoinDark,BTCD,"$884,939",$0.751053,1178264,"$23,347",0.67%,-4.96%,188.29%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
33,34,VTC Vertcoin,VTC,"$880,498",$0.136545,6448400,"$9,602",-4.90%,-10.59%,-38.92%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
34,35,KARMA Karmacoin,KARMA,"$838,422",$0.000014,59964162048,"$2,697",-3.15%,13.55%,-10.15%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
35,36,NVC Novacoin,NVC,"$836,995",$1.10,763946,"$8,823",-0.03%,0.11%,-16.12%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
36,37,NEM NEMstake,NEM,"$835,523",$1078.09,775 *,"$1,294",0.15%,-1.80%,-16.07%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
37,38,WDC  WorldCoin,WDC,"$788,958",$0.012888,61218248,"$3,523",-0.73%,-3.07%,-23.84%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
38,39,SYNC  Sync,SYNC,"$762,863",$688.85,"1,107 *","$18,604",-1.92%,4.65%,64.37%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
39,40,ANC  Anoncoin,ANC,"$642,079",$0.569038,1128359,"$3,297",0.65%,-2.27%,-21.33%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
40,41,NAS Nas,NAS,"$639,602",$0.000064,"10,000,000,000 *","$2,223",0.62%,11.87%,-17.10%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
41,42,MAX Maxcoin,MAX,"$574,014",$0.023791,24126972,"$7,870",-3.33%,-15.53%,-26.36%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
42,43,VOOT VootCoin,VOOT,"$530,885",$0.007701,68933760,"$100,898",-3.04%,-16.25%,-9.33%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
43,44,DVC Devcoin,DVC,"$506,479",$0.000069,7364420096,"$1,049",-0.28%,12.02%,-16.46%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
44,45,BIL Billioncoin,BIL,"$472,109",$0.000058,8113852416,"$9,437",-0.46%,1.19%,-20.13%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
45,46,UNO  Unobtanium,UNO,"$422,656",$2.23,189540,"$2,079",0.26%,6.32%,26.60%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
46,47,CRYPT CryptCoin,CRYPT,"$381,451",$0.106229,3590839,"$19,131",0.07%,-11.58%,7.45%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
47,48,RZR Razor,RZR,"$368,552",$0.189960,1940153,"$5,739",0.53%,0.91%,-12.57%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
48,49,NAUT NautilusCoin,NAUT,"$357,603",$0.077502,"4,614,137 *","$4,058",8.32%,8.02%,-26.65%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
49,50,MINT  MintCoin,MINT,"$348,544",$0.000018,"19,508,566,016 *",$628,-6.33%,-24.50%,-25.54%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
50,51,JPC JackpotCoin,JPC,"$308,464",$0.000068,4532987904,"$3,664",0.02%,-10.92%,-0.59%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
51,52,TEK TEKcoin,TEK,"$290,533",$0.163309,1779034,$995,1.75%,-3.32%,-4.29%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
52,53,KEY KeyCoin,KEY,"$282,681",$0.309460,"913,464 *","$93,681",-3.57%,-36.93%,70.72%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
53,54,XDN DigitalNote,XDN,"$240,070",$0.000049,4874324992,"$10,996",7.32%,37.71%,94.50%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
54,55,TRC Terracoin,TRC,"$235,265",$0.035570,6614136,"$2,666",0.23%,1.20%,-6.44%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
55,56,DGB DigiByte,DGB,"$228,988",$0.000185,1239961600,"$1,790",-0.10%,-10.93%,-9.56%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
56,57,XMY Myriad,XMY,"$228,655",$0.000511,447264000,"$2,212",-2.35%,-10.38%,-19.59%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
57,58,MIN Mineralscoin,MIN,"$226,723",$0.008410,"26,959,258 *","$3,900",1.67%,-15.70%,-16.81%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
58,59,DGC Digitalcoin,DGC,"$207,060",$0.012755,16233028,$526,-1.12%,-0.73%,-6.45%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
59,60,SCOT Scotcoin,SCOT,"$205,236",$0.000267,"768,001,280 *","$3,544",-0.09%,1.91%,3.41%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
60,61,PINK Pinkcoin,PINK,"$198,989",$0.000547,364054304,"$6,174",-1.57%,8.51%,29.41%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
61,62,BBR Boolberry,BBR,"$189,832",$0.217720,871911,"$11,790",-0.15%,-0.88%,-30.84%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
62,63,UTC UltraCoin,UTC,"$176,330",$0.010279,17154450,$928,-0.10%,-4.46%,30.72%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
63,64,XWC WhiteCoin,XWC,"$165,525",$0.000547,"302,823,296 *","$1,905",-1.22%,-5.38%,-13.37%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
64,65,NAV NavCoin,NAV,"$164,816",$0.002893,"56,977,748 *","$1,278",5.59%,1.02%,-36.27%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
65,66,PND Pandacoin,PND,"$164,331",$0.000005,32132278272,$573,-7.43%,-10.53%,3.15%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
66,67,NOBL NobleCoin,NOBL,"$163,657",$0.000097,1686625024,$678,-0.09%,2.00%,-26.41%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
67,68,BLU BlueCoin,BLU,"$158,475",$0.000308,515284416,"$8,242",-0.39%,59.50%,-21.52%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
68,69,CINNI Cinni,CINNI,"$151,872",$0.010104,"15,030,270 *",$596,-3.95%,-4.76%,-47.60%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
