,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
0,1,BTC Bitcoin,BTC,"$115,990,469,904",$6710.63,17284575,"$4,197,496,576",0.13%,0.01%,3.07%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
1,2,ETH Ethereum,ETH,"$24,957,291,540",$244.33,102146031,"$1,693,469,568",0.45%,1.86%,10.48%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
2,3,XRP XRP,XRP,"$22,718,615,346",$0.570689,"39,809,069,106 *","$1,043,970,688",-0.31%,0.81%,102.89%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
3,4,BCH Bitcoin Cash,BCH,"$8,485,331,559",$488.65,17364938,"$384,226,400",-0.34%,0.71%,8.42%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
4,5,EOS EOS,EOS,"$5,456,168,597",$6.02,"906,245,118 *","$686,259,840",-0.47%,1.73%,11.08%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
5,6,XLM Stellar,XLM,"$5,288,807,754",$0.281478,"18,789,416,663 *","$317,586,784",-0.01%,15.69%,36.03%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
6,7,LTC Litecoin,LTC,"$3,585,373,356",$61.37,58425706,"$304,888,352",-0.01%,1.58%,7.47%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
7,8,USDT Tether,USDT,"$2,805,051,914",$0.999512,"2,806,421,736 *","$2,804,774,912",0.18%,0.05%,-0.08%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
8,9,ADA Cardano,ADA,"$2,327,045,354",$0.089754,25927070538,"$149,995,824",-0.18%,7.41%,29.02%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
9,10,XMR Monero,XMR,"$2,012,835,319",$122.50,16431820,"$53,467,224",-0.11%,0.24%,3.75%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
10,11,DASH Dash,DASH,"$1,708,246,708",$204.90,8337151,"$156,284,624",0.31%,0.47%,6.03%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
11,12,MIOTA IOTA,MIOTA,"$1,698,781,411",$0.611176,"2,779,530,283 *","$26,383,366",-0.06%,1.01%,5.74%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
12,13,TRX TRON,TRX,"$1,564,238,813",$0.023791,65748111645,"$138,225,440",0.46%,2.35%,18.72%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
13,14,NEO NEO,NEO,"$1,267,701,216",$19.50,"65,000,000 *","$85,869,296",-0.22%,3.95%,8.15%,Add to Watchlist  Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
14,15,ETC Ethereum Classic,ETC,"$1,215,131,783",$11.60,104765682,"$162,974,560",0.43%,1.65%,3.47%,Add to Watchlist Remove from Watchlist Watchlist full! View Chart View Markets View Historical Data
